time;suction_mt;rc_mt_comp1;tamb;mt_comp1;mt_comp2;mt_comp3;mt_comp4;mt_pwr_tot;suction_lt;rc_lt_comp1;lt_comp1;lt_comp2;lt_comp3;lt_pwr_tot
15 01 2019 13:30:00;-13.8;60;12.3;Active;Inactive;Active;Inactive;33.6;-32.8;76;Active;Inactive;Active;20.4
15 01 2019 13:35:00;-9.5;88;12.4;Active;Inactive;Inactive;Inactive;42;-30.8;93;Active;Inactive;Active;21.6
15 01 2019 13:40:00;-14.2;57;12.5;Active;Inactive;Active;Inactive;33.6;-33.8;41;Active;Inactive;Active;20.4
15 01 2019 13:45:00;-14.5;48;12.5;Active;Inactive;Inactive;Active;39.6;-31.6;100;Active;Inactive;Active;20.4
15 01 2019 13:50:00;-14.4;48;12.5;Active;Inactive;Active;Inactive;37.2;-31.9;100;Active;Inactive;Active;20.4
15 01 2019 13:55:00;-16.5;15;12.5;Active;Inactive;Active;Inactive;34.8;-34.1;78;Active;Inactive;Active;20.4
15 01 2019 14:00:00;-15.4;33;12.5;Active;Inactive;Inactive;Active;40.8;-33;53;Active;Inactive;Active;19.2
15 01 2019 14:05:00;-16;33;12.4;Active;Inactive;Inactive;Active;38.4;-30.5;100;Active;Inactive;Inactive;16.8
15 01 2019 14:10:00;-13.7;75;12.4;Active;Inactive;Inactive;Active;42;-31.3;83;Active;Active;Inactive;22.8
15 01 2019 14:15:00;-15.5;30;12.4;Active;Inactive;Inactive;Active;28.8;-31.6;85;Active;Inactive;Active;20.4
15 01 2019 14:20:00;-12;94;12.4;Active;Inactive;Inactive;Inactive;37.2;-31.9;76;Active;Inactive;Active;21.6
15 01 2019 14:25:00;-16;22;12.4;Active;Inactive;Inactive;Active;36;-31;96;Active;Inactive;Active;21.6
15 01 2019 14:30:00;-14.1;59;12.4;Active;Inactive;Inactive;Active;42;-30.4;100;Active;Inactive;Active;21.6
15 01 2019 14:35:00;-15.7;25;12.4;Active;Inactive;Inactive;Active;38.4;-29.7;60;Active;Inactive;Active;24
15 01 2019 14:40:00;-10.1;52;12.4;Active;Inactive;Inactive;Active;43.2;-33.5;45;Active;Inactive;Active;19.2
15 01 2019 14:45:00;-15;46;12.5;Active;Inactive;Inactive;Inactive;34.8;-31.4;100;Active;Inactive;Inactive;20.4
15 01 2019 14:50:00;-11.9;94;12.5;Active;Active;Inactive;Inactive;40.8;-31.7;74;Active;Inactive;Active;20.4
15 01 2019 14:55:00;-13.9;61;12.5;Active;Inactive;Inactive;Inactive;31.2;-31.4;83;Active;Inactive;Active;20.4
15 01 2019 15:00:00;-13.3;68;12.5;Active;Inactive;Inactive;Inactive;38.4;-31.7;74;Active;Inactive;Active;16.8
15 01 2019 15:05:00;-14.1;60;12.5;Active;Inactive;Inactive;Inactive;38.4;-31.5;78;Active;Inactive;Active;21.6
15 01 2019 15:10:00;-14.2;53;12.5;Active;Inactive;Inactive;Inactive;27.6;-34;33;Active;Inactive;Active;20.4
15 01 2019 15:15:00;-13.1;85;12.5;Active;Inactive;Inactive;Inactive;32.4;-34.6;43;Active;Inactive;Active;21.6
15 01 2019 15:20:00;-11.1;68;12.5;Active;Active;Inactive;Inactive;33.6;-34.6;19;Active;Inactive;Active;24
15 01 2019 15:25:00;-13.7;57;12.5;Active;Inactive;Inactive;Inactive;37.2;-30.5;97;Active;Active;Inactive;25.2
15 01 2019 15:30:00;-16;31;12.5;Active;Inactive;Inactive;Inactive;27.6;-34.2;26;Active;Active;Inactive;24
15 01 2019 15:35:00;-9.2;58;12.5;Active;Active;Inactive;Inactive;38.4;-31.1;84;Active;Active;Inactive;25.2
15 01 2019 15:40:00;-13.1;74;12.5;Active;Inactive;Inactive;Inactive;32.4;-32;65;Active;Active;Inactive;25.2
15 01 2019 15:45:00;-11.6;86;12.5;Active;Inactive;Inactive;Inactive;36;-33.8;35;Active;Active;Inactive;22.8
15 01 2019 15:50:00;-10.8;76;12.5;Active;Inactive;Inactive;Inactive;30;-34;53;Active;Active;Inactive;19.2
15 01 2019 15:55:00;-16.3;18;12.5;Active;Inactive;Inactive;Inactive;38.4;-32.8;47;Active;Inactive;Active;16.8
15 01 2019 16:00:00;-13.9;61;12.5;Active;Active;Active;Inactive;38.4;-34.5;16;Active;Active;Active;22.8
15 01 2019 16:05:00;-13.9;61;12.5;Active;Active;Inactive;Inactive;27.6;-32.1;80;Active;Inactive;Active;21.6
15 01 2019 16:10:00;-16.2;15;12.6;Active;Active;Active;Inactive;36;-32.7;70;Active;Inactive;Inactive;18
15 01 2019 16:15:00;-10.1;63;12.6;Active;Inactive;Active;Inactive;32.4;-32.8;47;Active;Inactive;Active;21.6
15 01 2019 16:20:00;-15;37;12.6;Active;Active;Inactive;Inactive;33.6;-33.8;31;Active;Inactive;Active;19.2
15 01 2019 16:25:00;-10.8;51;12.6;Active;Active;Inactive;Inactive;36;-32.1;63;Active;Inactive;Active;21.6
15 01 2019 16:30:00;-15.4;34;12.6;Active;Active;Inactive;Inactive;34.8;-32.8;56;Active;Inactive;Inactive;20.4
15 01 2019 16:35:00;-15.5;45;12.6;Active;Active;Inactive;Inactive;39.6;-31.3;78;Active;Active;Inactive;22.8
15 01 2019 16:40:00;-13.8;59;12.6;Active;Active;Inactive;Inactive;38.4;-33.2;42;Active;Active;Active;21.6
15 01 2019 16:45:00;-15.5;29;12.6;Active;Active;Inactive;Inactive;31.2;-33;54;Active;Inactive;Active;21.6
15 01 2019 16:50:00;-16.6;10;12.6;Active;Inactive;Active;Inactive;33.6;-30.7;100;Active;Inactive;Active;22.8
15 01 2019 16:55:00;-14.6;44;12.6;Active;Active;Inactive;Inactive;33.6;-33.8;39;Active;Inactive;Active;20.4
15 01 2019 17:00:00;-15.4;35;12.6;Active;Inactive;Active;Inactive;39.6;-32.5;87;Active;Inactive;Active;22.8
15 01 2019 17:05:00;-17;11;12.6;Active;Inactive;Active;Active;37.2;-34.7;10;Active;Active;Active;22.8
15 01 2019 17:10:00;-16;26;12.6;Active;Inactive;Active;Inactive;38.4;-34.1;34;Active;Inactive;Active;16.8
15 01 2019 17:15:00;-15.7;24;12.6;Active;Inactive;Active;Active;31.2;-34.5;20;Active;Inactive;Active;20.4
15 01 2019 17:20:00;-15.2;35;12.6;Active;Inactive;Active;Inactive;32.4;-31.8;87;Active;Inactive;Active;21.6
15 01 2019 17:25:00;-14.1;57;12.6;Active;Inactive;Inactive;Active;42;-30.8;100;Active;Inactive;Active;20.4
15 01 2019 17:30:00;-16.3;14;12.6;Active;Inactive;Active;Inactive;38.4;-31.2;98;Active;Inactive;Active;21.6
15 01 2019 17:35:00;-14.9;43;12.6;Active;Inactive;Active;Inactive;39.6;-33.4;56;Active;Inactive;Active;20.4
15 01 2019 17:40:00;-15.5;36;12.6;Active;Inactive;Active;Inactive;36;-31.8;100;Active;Inactive;Active;21.6
15 01 2019 17:45:00;-13.9;73;12.6;Active;Inactive;Active;Inactive;36;-34.4;53;Active;Inactive;Active;19.2
15 01 2019 17:50:00;-14.2;61;12.5;Active;Inactive;Active;Inactive;39.6;-31.2;84;Active;Inactive;Active;21.6
15 01 2019 17:55:00;-17;1;12.5;Active;Inactive;Inactive;Active;33.6;-32.5;59;Active;Inactive;Active;21.6
15 01 2019 18:00:00;-16.3;20;12.5;Active;Inactive;Inactive;Inactive;37.2;-32.5;73;Active;Inactive;Active;20.4
15 01 2019 18:05:00;-13.7;71;12.5;Active;Inactive;Inactive;Inactive;38.4;-33.6;54;Active;Inactive;Active;16.8
15 01 2019 18:10:00;-14.6;60;12.4;Active;Inactive;Inactive;Inactive;37.2;-32.5;96;Active;Inactive;Active;20.4
15 01 2019 18:15:00;-12;90;12.3;Active;Inactive;Inactive;Active;34.8;-34;29;Active;Active;Active;24
15 01 2019 18:20:00;-14.6;52;12.3;Active;Inactive;Inactive;Active;32.4;-33.8;42;Active;Inactive;Active;20.4
15 01 2019 18:25:00;-12;93;12.2;Active;Inactive;Inactive;Inactive;34.8;-27.5;52;Active;Inactive;Inactive;22.8
15 01 2019 18:30:00;-14.1;53;12.2;Active;Inactive;Inactive;Inactive;40.8;-31;92;Active;Inactive;Active;21.6
15 01 2019 18:35:00;-15;30;12.2;Active;Inactive;Inactive;Inactive;38.4;-32.4;59;Active;Inactive;Active;20.4
15 01 2019 18:40:00;-16.3;13;12.2;Active;Inactive;Inactive;Active;40.8;-31.6;77;Active;Inactive;Active;20.4
15 01 2019 18:45:00;-11.5;42;12.2;Active;Inactive;Inactive;Active;39.6;-31.6;81;Active;Inactive;Active;20.4
15 01 2019 18:50:00;-15.7;25;12.1;Active;Inactive;Inactive;Active;32.4;-34.3;31;Active;Inactive;Active;20.4
15 01 2019 18:55:00;-12.4;90;12;Active;Inactive;Inactive;Inactive;33.6;-33.1;62;Active;Inactive;Inactive;14.4
15 01 2019 19:00:00;-14.8;39;12;Active;Inactive;Inactive;Active;13.2;-31.4;78;Active;Inactive;Inactive;18
15 01 2019 19:05:00;-14.1;0;12;Inactive;Inactive;Inactive;Inactive;18;-36.3;0;Inactive;Inactive;Inactive;16.8
15 01 2019 19:10:00;-15.7;30;11.8;Active;Inactive;Inactive;Inactive;28.8;-32.4;65;Active;Inactive;Active;19.2
15 01 2019 19:15:00;-14.6;44;11.7;Active;Inactive;Inactive;Active;27.6;-32.7;59;Active;Inactive;Inactive;18
15 01 2019 19:20:00;-12.2;92;11.7;Active;Inactive;Inactive;Inactive;21.6;-28.6;2;Active;Inactive;Inactive;16.8
15 01 2019 19:25:00;-10.3;6;11.6;Active;Inactive;Inactive;Inactive;27.6;-32.3;58;Active;Inactive;Inactive;20.4
15 01 2019 19:30:00;-5.8;98;11.5;Active;Inactive;Inactive;Inactive;33.6;-32.9;47;Active;Inactive;Active;15.6
15 01 2019 19:35:00;-15;40;11.5;Active;Inactive;Inactive;Inactive;24;-35.2;0;Inactive;Inactive;Inactive;16.8
15 01 2019 19:40:00;-10.3;100;11.5;Active;Inactive;Inactive;Inactive;25.2;-32.6;54;Active;Inactive;Active;22.8
15 01 2019 19:45:00;-13;78;11.4;Active;Inactive;Inactive;Inactive;25.2;-31.6;85;Active;Inactive;Inactive;20.4
15 01 2019 19:50:00;-12.2;93;11.4;Active;Inactive;Inactive;Inactive;27.6;-34.2;24;Active;Inactive;Inactive;21.6
15 01 2019 19:55:00;-15.4;28;11.3;Active;Inactive;Inactive;Inactive;31.2;-34.1;25;Active;Inactive;Active;21.6
15 01 2019 20:00:00;-16;24;11.3;Active;Inactive;Inactive;Inactive;24;-34.6;30;Active;Inactive;Inactive;21.6
15 01 2019 20:05:00;-16.5;20;11.2;Active;Inactive;Inactive;Inactive;28.8;-34;26;Active;Inactive;Inactive;21.6
15 01 2019 20:10:00;-17.3;0;11.2;Active;Inactive;Inactive;Inactive;33.6;-33.6;51;Active;Inactive;Inactive;18
15 01 2019 20:15:00;-17.3;0;11.2;Active;Inactive;Inactive;Inactive;30;-31.5;81;Active;Inactive;Inactive;19.2
15 01 2019 20:20:00;-13.3;72;11.1;Active;Inactive;Inactive;Inactive;32.4;-31.8;71;Active;Inactive;Active;20.4
15 01 2019 20:25:00;-16.5;10;11.1;Active;Active;Inactive;Inactive;28.8;-34.6;24;Active;Inactive;Active;14.4
15 01 2019 20:30:00;-14.2;53;11;Active;Inactive;Inactive;Inactive;25.2;-31;100;Active;Inactive;Inactive;20.4
15 01 2019 20:35:00;-9.9;42;11;Active;Inactive;Active;Inactive;30;-33.6;38;Active;Inactive;Active;19.2
15 01 2019 20:40:00;-13.8;61;11;Active;Inactive;Inactive;Inactive;28.8;-35;21;Active;Inactive;Inactive;16.8
15 01 2019 20:45:00;-14.8;43;11;Active;Inactive;Inactive;Inactive;31.2;-31.9;0;Inactive;Inactive;Inactive;19.2
15 01 2019 20:50:00;-16.2;15;11;Active;Inactive;Active;Inactive;30;-33.6;38;Active;Inactive;Active;19.2
15 01 2019 20:55:00;-12.3;77;10.9;Active;Inactive;Inactive;Inactive;33.6;-31.2;96;Active;Inactive;Inactive;14.4
15 01 2019 21:00:00;-14.4;51;10.9;Active;Active;Inactive;Inactive;48;-32.4;58;Active;Inactive;Inactive;22.8
15 01 2019 21:05:00;-14.2;54;10.9;Active;Active;Active;Active;48;-33.5;38;Active;Active;Active;21.6
15 01 2019 21:10:00;-12.3;97;10.9;Active;Active;Inactive;Inactive;37.2;-34;40;Active;Inactive;Active;18
15 01 2019 21:15:00;-13.1;85;10.9;Active;Active;Inactive;Inactive;43.2;-30.2;100;Active;Inactive;Inactive;15.6
15 01 2019 21:20:00;-12.7;86;10.9;Active;Active;Inactive;Inactive;34.8;-34.2;25;Active;Inactive;Active;21.6
15 01 2019 21:25:00;-14.9;42;10.9;Active;Active;Inactive;Inactive;36;-34.4;31;Active;Inactive;Inactive;19.2
15 01 2019 21:30:00;-12.9;75;10.9;Active;Active;Inactive;Inactive;38.4;-34.3;21;Active;Inactive;Active;20.4
15 01 2019 21:35:00;-12.9;78;10.9;Active;Active;Inactive;Inactive;43.2;-32.8;55;Active;Inactive;Inactive;22.8
15 01 2019 21:40:00;-16.3;14;10.9;Active;Active;Active;Inactive;37.2;-34.6;13;Active;Inactive;Active;21.6
15 01 2019 21:45:00;-16.2;15;10.9;Active;Active;Active;Inactive;39.6;-31;92;Active;Inactive;Inactive;21.6
15 01 2019 21:50:00;-15.4;31;10.9;Active;Active;Inactive;Inactive;31.2;-34.3;28;Active;Inactive;Active;18
15 01 2019 21:55:00;-13.9;60;10.9;Active;Active;Inactive;Inactive;37.2;-32.2;75;Active;Inactive;Inactive;18
15 01 2019 22:00:00;-14.5;51;10.9;Active;Inactive;Active;Inactive;31.2;-30.9;91;Active;Inactive;Active;20.4
15 01 2019 22:05:00;-13;88;10.8;Active;Inactive;Inactive;Inactive;28.8;-33.7;37;Active;Inactive;Inactive;18
15 01 2019 22:10:00;-16;19;10.7;Active;Inactive;Inactive;Active;28.8;-30.6;100;Active;Inactive;Inactive;16.8
15 01 2019 22:15:00;-13.5;64;10.6;Active;Inactive;Inactive;Active;33.6;-32.8;53;Active;Inactive;Active;24
15 01 2019 22:20:00;-15.2;34;10.6;Active;Inactive;Inactive;Active;19.2;-29.9;2;Active;Inactive;Inactive;21.6
15 01 2019 22:25:00;-11.5;100;10.6;Active;Inactive;Inactive;Inactive;27.6;-33;45;Active;Inactive;Inactive;24
15 01 2019 22:30:00;-10;100;10.6;Active;Inactive;Inactive;Inactive;32.4;-31.7;71;Active;Inactive;Active;24
15 01 2019 22:35:00;-16.6;15;10.6;Active;Inactive;Inactive;Active;27.6;-33.7;36;Active;Inactive;Inactive;21.6
15 01 2019 22:40:00;-16;18;10.5;Active;Inactive;Inactive;Inactive;26.4;-28.9;0;Inactive;Inactive;Inactive;20.4
15 01 2019 22:45:00;-16.8;4;10.5;Active;Inactive;Inactive;Active;27.6;-32;65;Active;Inactive;Active;19.2
15 01 2019 22:50:00;-16;25;10.5;Active;Inactive;Inactive;Active;26.4;-31;90;Active;Inactive;Inactive;20.4
15 01 2019 22:55:00;-11.2;100;10.4;Active;Inactive;Inactive;Inactive;31.2;-33.2;45;Active;Inactive;Active;20.4
15 01 2019 23:00:00;-10;59;10.4;Active;Inactive;Inactive;Active;27.6;-31.7;79;Active;Inactive;Active;21.6
15 01 2019 23:05:00;-12.3;88;10.3;Active;Inactive;Inactive;Inactive;28.8;-32.2;75;Active;Inactive;Inactive;20.4
15 01 2019 23:10:00;-12.6;40;10.3;Active;Inactive;Active;Inactive;33.6;-32.1;60;Active;Inactive;Active;22.8
15 01 2019 23:15:00;-14.6;47;10.2;Active;Inactive;Active;Inactive;24;-32.9;53;Active;Inactive;Active;15.6
15 01 2019 23:20:00;-13.9;65;10.1;Active;Inactive;Inactive;Inactive;24;-33.2;39;Active;Inactive;Inactive;18
15 01 2019 23:25:00;-14.5;57;10.1;Active;Inactive;Inactive;Inactive;30;-32;72;Active;Inactive;Inactive;20.4
15 01 2019 23:30:00;-15;49;10.1;Active;Inactive;Inactive;Active;32.4;-31.8;69;Active;Inactive;Active;20.4
15 01 2019 23:35:00;-17.3;0;10.1;Active;Inactive;Inactive;Inactive;27.6;-32;72;Active;Inactive;Inactive;18
15 01 2019 23:40:00;-17;5;10.1;Active;Inactive;Inactive;Active;30;-31.4;80;Active;Inactive;Active;21.6
15 01 2019 23:45:00;-15.4;42;10.1;Active;Inactive;Inactive;Inactive;24;-34.5;6;Active;Inactive;Inactive;18
15 01 2019 23:50:00;-13.4;66;10;Active;Inactive;Inactive;Active;33.6;-32.2;60;Active;Inactive;Inactive;24
15 01 2019 23:55:00;-16.2;20;10;Active;Inactive;Inactive;Active;31.2;-33.8;38;Active;Inactive;Active;22.8
16 01 2019 00:00:00;-12.9;75;10;Active;Inactive;Inactive;Active;24;-32.7;73;Active;Inactive;Inactive;20.4
16 01 2019 00:05:00;-14.5;48;10;Active;Inactive;Inactive;Active;32.4;-29.7;8;Active;Inactive;Inactive;24
16 01 2019 00:10:00;-14.9;49;10;Active;Inactive;Inactive;Active;31.2;-32.8;54;Active;Active;Inactive;21.6
16 01 2019 00:15:00;-15.8;26;10;Active;Inactive;Inactive;Inactive;27.6;-34.5;28;Active;Inactive;Inactive;18
16 01 2019 00:20:00;-10;55;10;Active;Inactive;Inactive;Active;25.2;-35.2;1;Active;Inactive;Active;15.6
16 01 2019 00:25:00;-10.7;65;10;Active;Inactive;Inactive;Inactive;28.8;-32.2;60;Active;Inactive;Active;21.6
16 01 2019 00:30:00;-14.2;56;10;Active;Inactive;Inactive;Inactive;28.8;-32.1;65;Active;Inactive;Active;19.2
16 01 2019 00:35:00;-11.4;79;9.9;Active;Inactive;Inactive;Active;30;-34.3;17;Active;Inactive;Active;19.2
16 01 2019 00:40:00;-16.3;14;9.8;Active;Inactive;Inactive;Active;27.6;-31.8;75;Active;Inactive;Inactive;19.2
16 01 2019 00:45:00;-9.8;100;9.8;Active;Inactive;Inactive;Inactive;32.4;-30.8;96;Active;Inactive;Inactive;19.2
16 01 2019 00:50:00;-14.1;60;9.8;Active;Inactive;Inactive;Active;27.6;-33.5;46;Active;Inactive;Active;19.2
16 01 2019 00:55:00;-12.6;83;9.8;Active;Inactive;Inactive;Inactive;28.8;-33.1;72;Active;Inactive;Inactive;18
16 01 2019 01:00:00;-13.4;68;9.7;Active;Inactive;Inactive;Inactive;28.8;-29.8;60;Active;Inactive;Inactive;20.4
16 01 2019 01:05:00;-12.7;81;9.7;Active;Inactive;Inactive;Inactive;28.8;-34;26;Active;Inactive;Active;18
16 01 2019 01:10:00;-8.7;51;9.7;Active;Inactive;Inactive;Inactive;28.8;-32.3;67;Active;Inactive;Inactive;19.2
16 01 2019 01:15:00;-13.8;64;9.7;Active;Inactive;Inactive;Inactive;27.6;-33.5;34;Active;Inactive;Active;14.4
16 01 2019 01:20:00;-13;76;9.7;Active;Inactive;Inactive;Inactive;31.2;-30.2;100;Active;Inactive;Inactive;19.2
16 01 2019 01:25:00;-16.2;18;9.7;Active;Inactive;Inactive;Inactive;24;-32.2;66;Active;Inactive;Inactive;19.2
16 01 2019 01:30:00;-17.6;0;9.6;Active;Active;Inactive;Inactive;24;-34.7;19;Active;Inactive;Active;18
16 01 2019 01:35:00;-14.9;38;9.6;Active;Inactive;Inactive;Inactive;28.8;-33.3;40;Active;Inactive;Inactive;19.2
16 01 2019 01:40:00;-13.9;66;9.6;Active;Inactive;Inactive;Inactive;25.2;-33.5;40;Active;Inactive;Active;19.2
16 01 2019 01:45:00;-9.9;57;9.6;Active;Inactive;Inactive;Inactive;32.4;-33.6;33;Active;Inactive;Active;18
16 01 2019 01:50:00;-14.8;55;9.6;Active;Inactive;Inactive;Inactive;31.2;-33.1;47;Active;Inactive;Inactive;20.4
16 01 2019 01:55:00;-13.5;88;9.6;Active;Inactive;Inactive;Inactive;25.2;-33;77;Active;Inactive;Inactive;22.8
16 01 2019 02:00:00;-13.1;74;9.6;Active;Inactive;Inactive;Inactive;28.8;-31.1;90;Active;Inactive;Inactive;25.2
16 01 2019 02:05:00;-12.9;79;9.6;Active;Active;Inactive;Inactive;28.8;-32.8;51;Active;Inactive;Inactive;21.6
16 01 2019 02:10:00;-12.9;82;9.6;Active;Inactive;Inactive;Inactive;26.4;-30.5;100;Active;Inactive;Inactive;15.6
16 01 2019 02:15:00;-11.8;91;9.6;Active;Active;Inactive;Inactive;31.2;-30.6;100;Active;Inactive;Inactive;18
16 01 2019 02:20:00;-10.4;60;9.6;Active;Active;Inactive;Inactive;21.6;-31.6;82;Active;Inactive;Active;20.4
16 01 2019 02:25:00;-15.5;28;9.6;Active;Inactive;Active;Inactive;27.6;-34.4;31;Active;Inactive;Active;19.2
16 01 2019 02:30:00;-14.1;55;9.6;Active;Inactive;Inactive;Inactive;31.2;-31.1;87;Active;Inactive;Inactive;20.4
16 01 2019 02:35:00;-13.8;60;9.6;Active;Active;Inactive;Inactive;26.4;-32.9;65;Active;Inactive;Active;22.8
16 01 2019 02:40:00;-15.2;35;9.6;Active;Active;Inactive;Inactive;26.4;-33.4;65;Active;Inactive;Inactive;20.4
16 01 2019 02:45:00;-15.2;53;9.6;Active;Inactive;Inactive;Inactive;25.2;-28;0;Inactive;Inactive;Inactive;22.8
16 01 2019 02:50:00;-10;100;9.6;Active;Inactive;Inactive;Inactive;30;-33.4;42;Active;Inactive;Active;22.8
16 01 2019 02:55:00;-12.3;89;9.6;Active;Inactive;Inactive;Inactive;28.8;-33.2;63;Active;Inactive;Inactive;19.2
16 01 2019 03:00:00;-9.8;56;9.6;Active;Inactive;Active;Inactive;30;-31.3;80;Active;Inactive;Inactive;19.2
16 01 2019 03:05:00;-15.5;28;9.5;Active;Active;Inactive;Inactive;31.2;-34.2;19;Active;Inactive;Active;19.2
16 01 2019 03:10:00;-15.4;32;9.5;Active;Active;Inactive;Inactive;28.8;-33.3;45;Active;Inactive;Active;14.4
16 01 2019 03:15:00;-14.2;57;9.5;Active;Active;Inactive;Inactive;28.8;-31.2;100;Active;Inactive;Inactive;19.2
16 01 2019 03:20:00;-13.5;66;9.4;Active;Active;Inactive;Inactive;31.2;-31.6;83;Active;Inactive;Inactive;19.2
16 01 2019 03:25:00;-14.6;45;9.4;Active;Inactive;Inactive;Inactive;25.2;-33.8;40;Active;Inactive;Active;20.4
16 01 2019 03:30:00;-10.5;44;9.3;Active;Inactive;Active;Inactive;28.8;-32.4;78;Active;Inactive;Active;18
16 01 2019 03:35:00;-14.1;55;9.3;Active;Inactive;Inactive;Inactive;26.4;-30.6;6;Active;Inactive;Inactive;16.8
16 01 2019 03:40:00;-16.3;19;9.2;Active;Active;Inactive;Inactive;31.2;-29.7;100;Active;Inactive;Inactive;20.4
16 01 2019 03:45:00;-18.1;0;9.2;Active;Inactive;Active;Inactive;33.6;-33;45;Active;Inactive;Active;18
16 01 2019 03:50:00;-14.8;40;9.2;Active;Inactive;Active;Inactive;33.6;-33.8;35;Active;Inactive;Inactive;16.8
16 01 2019 03:55:00;-10.9;40;9.2;Active;Inactive;Inactive;Inactive;34.8;-30.3;100;Active;Inactive;Inactive;20.4
16 01 2019 04:00:00;-13.9;59;9.2;Active;Inactive;Inactive;Active;27.6;-34.1;37;Active;Inactive;Active;18
16 01 2019 04:05:00;-13.3;72;9.1;Active;Inactive;Inactive;Inactive;31.2;-34.1;59;Active;Inactive;Inactive;16.8
16 01 2019 04:10:00;-14.8;41;9;Active;Inactive;Active;Inactive;32.4;-31.8;73;Active;Inactive;Inactive;18
16 01 2019 04:15:00;-15;38;8.9;Active;Inactive;Active;Inactive;24;-34.8;0;Inactive;Inactive;Inactive;14.4
16 01 2019 04:20:00;-13.3;69;8.8;Active;Inactive;Inactive;Inactive;27.6;-33.5;39;Active;Inactive;Active;19.2
16 01 2019 04:25:00;-13.9;57;8.8;Active;Inactive;Active;Inactive;26.4;-31;100;Active;Inactive;Inactive;18
16 01 2019 04:30:00;-15;51;8.7;Active;Inactive;Active;Inactive;30;-33.6;33;Active;Inactive;Inactive;18
16 01 2019 04:35:00;-15.7;28;8.6;Active;Inactive;Inactive;Active;24;-32.3;63;Active;Inactive;Inactive;18
16 01 2019 04:40:00;-11.5;98;8.6;Active;Inactive;Inactive;Inactive;32.4;-32;65;Active;Inactive;Active;19.2
16 01 2019 04:45:00;-15.7;31;8.5;Active;Inactive;Active;Inactive;25.2;-33.5;38;Active;Inactive;Inactive;16.8
16 01 2019 04:50:00;-12;100;8.4;Active;Inactive;Inactive;Inactive;27.6;-31.2;0;Inactive;Inactive;Inactive;18
16 01 2019 04:55:00;-15.8;23;8.4;Active;Inactive;Active;Active;31.2;-31.9;67;Active;Inactive;Active;20.4
16 01 2019 05:00:00;-12.6;86;8.3;Active;Inactive;Inactive;Inactive;19.2;-32.5;56;Active;Inactive;Inactive;16.8
16 01 2019 05:05:00;-12.2;95;8.2;Active;Inactive;Inactive;Inactive;31.2;-34.3;17;Active;Inactive;Inactive;16.8
16 01 2019 05:10:00;-15.7;26;8.2;Active;Inactive;Active;Inactive;24;-31.1;89;Active;Inactive;Active;24
16 01 2019 05:15:00;-15.2;37;8.2;Active;Inactive;Inactive;Active;21.6;-32.3;52;Active;Inactive;Inactive;25.2
16 01 2019 05:20:00;-14.1;60;8.2;Active;Inactive;Inactive;Inactive;22.8;-35;0;Inactive;Inactive;Inactive;25.2
16 01 2019 05:25:00;-12;99;8.2;Active;Inactive;Inactive;Inactive;30;-31.6;77;Active;Inactive;Inactive;28.8
16 01 2019 05:30:00;-14.9;37;8.2;Active;Inactive;Inactive;Inactive;25.2;-32.8;58;Active;Inactive;Inactive;25.2
16 01 2019 05:35:00;-15.5;28;8.2;Active;Inactive;Inactive;Active;24;-34.2;53;Active;Inactive;Inactive;18
16 01 2019 05:40:00;-9.6;49;8.2;Active;Inactive;Inactive;Active;28.8;-33.2;40;Active;Inactive;Active;19.2
16 01 2019 05:45:00;-14.4;49;8.3;Active;Inactive;Inactive;Active;30;-33.8;28;Active;Inactive;Active;19.2
16 01 2019 05:50:00;-17.4;0;8.3;Active;Inactive;Inactive;Inactive;26.4;-34.1;37;Active;Inactive;Active;19.2
16 01 2019 05:55:00;-9.9;61;8.3;Active;Inactive;Inactive;Active;28.8;-31.7;71;Active;Inactive;Active;19.2
16 01 2019 06:00:00;-13.4;63;8.3;Active;Inactive;Inactive;Active;25.2;-34.2;19;Active;Inactive;Active;16.8
16 01 2019 06:05:00;-12.3;86;8.3;Active;Inactive;Inactive;Inactive;28.8;-30.7;97;Active;Inactive;Inactive;15.6
16 01 2019 06:10:00;-10;76;8.3;Active;Inactive;Inactive;Inactive;21.6;-32.8;65;Active;Inactive;Active;19.2
16 01 2019 06:15:00;-14.5;47;8.3;Active;Inactive;Inactive;Inactive;25.2;-33;45;Active;Inactive;Active;16.8
16 01 2019 06:20:00;-12.9;79;8.3;Active;Inactive;Inactive;Inactive;26.4;-31.7;71;Active;Inactive;Inactive;18
16 01 2019 06:25:00;-14.9;41;8.4;Active;Inactive;Inactive;Inactive;28.8;-32.3;63;Active;Inactive;Inactive;18
16 01 2019 06:30:00;-15.7;25;8.4;Active;Inactive;Inactive;Active;27.6;-30.1;100;Active;Inactive;Inactive;18
16 01 2019 06:35:00;-9.4;76;8.4;Active;Inactive;Inactive;Inactive;26.4;-33;52;Active;Inactive;Inactive;18
16 01 2019 06:40:00;-13;74;8.4;Active;Inactive;Inactive;Active;31.2;-31.9;97;Active;Inactive;Inactive;18
16 01 2019 06:45:00;-13.7;70;8.4;Active;Inactive;Inactive;Active;30;-31.7;71;Active;Inactive;Active;19.2
16 01 2019 06:50:00;-12.2;100;8.4;Active;Inactive;Inactive;Inactive;30;-35;0;Inactive;Inactive;Inactive;18
