CNT-Porto Mós CNT-Porto Mós 09111019.csv,,CNT-Porto Mós,1566714406,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 16:14:00  25/08/2019,5.33,88.94,76.33,7,78.64,24,29.50,-7.28,-29.17,2,47,50,33.00,3.67,71.11,-29.00,33.71,31,11.72,14.61,27.67,24,27.56,9,0.40,1,77.61,64.78,82.72,1,65.00,29.56,0.00,29.44,1,24,23,3984,3983,13.25,101553,0,51407,27306,23,0,-4.00,24,3984,1,0,0,0,0,36.06,2.89,2.39,65.00,0,49,-4.00,29,17.28,10.06,88.67,78.92,-7.28,1,35.52,27.07,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.61,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.00,0.00,26.89,36.80,3.00,10.00,20.00,1,16.50,11.72,5.50,12,16.50,3.39,45.00,19.89,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,19.00,232.40,233.60,233.60,35.10,21.00,21.20
 16:16:00  25/08/2019,5.33,89.50,76.18,7,85.65,23,29.50,-9.00,-29.50,2,46,50,33.00,3.67,71.89,-29.00,33.71,31,11.72,14.17,27.67,23,27.17,9,0.40,1,79.11,64.78,82.11,1,65.00,29.56,0.00,29.44,1,54,52,3985,3984,13.18,101557,0,51409,27307,52,0,-4.00,26,3984,1,0,0,0,0,36.13,2.89,2.39,65.00,0,42,-4.00,50,17.89,9.22,88.94,86.05,-8.33,1,35.52,25.68,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.61,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.61,0.00,26.89,36.80,3.00,10.00,20.00,1,15.78,11.39,5.50,12,16.50,3.78,44.30,19.61,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,19.00,232.40,233.60,233.60,35.10,21.00,21.20
 16:18:00  25/08/2019,5.33,91.44,75.89,7,77.79,21,29.17,-8.22,-29.50,2,45,50,33.00,3.67,70.28,-29.00,33.71,31,11.72,15.39,27.67,21,27.17,9,0.40,1,81.78,64.78,79.94,1,65.00,29.06,0.00,29.44,1,57,58,3985,3984,13.32,101560,0,51411,27308,58,0,-4.00,31,3984,1,0,0,0,0,36.46,3.39,2.39,65.00,0,34,-4.00,29,14.00,5.83,91.94,78.10,-8.33,1,35.52,26.34,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.61,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.61,0.00,26.89,36.80,3.39,10.00,20.00,1,16.61,11.39,5.50,12,16.50,3.78,43.00,20.39,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,19.00,232.40,233.60,233.60,35.10,21.00,21.20
 16:20:00  25/08/2019,5.33,91.44,75.89,7,77.79,21,29.17,-8.22,-29.50,2,45,50,33.00,3.67,70.28,-29.00,33.71,31,11.72,15.39,27.67,21,27.17,9,0.40,1,81.78,64.78,79.94,1,65.00,29.06,0.00,29.44,1,57,58,3985,3984,13.32,101560,0,51411,27308,58,0,-4.00,31,3984,1,0,0,0,0,36.46,3.39,2.39,65.00,0,34,-4.00,29,14.00,5.83,91.94,78.10,-8.33,1,35.52,26.34,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.61,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.61,0.00,26.89,36.80,3.39,10.00,20.00,1,16.61,11.39,5.50,12,16.50,3.78,43.00,20.39,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,19.00,232.40,233.60,233.60,35.10,21.00,21.20
 16:22:00  25/08/2019,5.33,87.67,75.73,7,75.35,27,29.61,-6.94,-29.22,2,44,50,33.00,3.67,70.28,-29.00,33.71,32,12.89,15.78,27.67,27,27.17,9,0.40,1,83.22,65.11,74.00,1,65.00,29.67,0.00,29.17,1,55,55,3985,3984,13.32,101561,0,51411,27308,55,0,-4.00,32,3984,1,0,0,0,0,35.96,2.89,2.39,65.00,0,39,-4.00,29,14.72,7.83,88.28,75.68,-6.94,1,35.52,27.35,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.61,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,17.50,11.39,5.50,12,16.50,3.22,46.10,20.78,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,34.60,20.00,20.70
 16:24:00  25/08/2019,5.33,86.61,75.82,7,75.67,28,29.61,-6.94,-29.89,2,40,50,33.67,3.67,71.72,-29.00,33.71,33,12.50,15.28,27.67,28,27.17,9,0.40,1,81.00,65.11,72.11,1,65.00,29.67,0.00,29.17,1,54,55,3985,3984,12.95,101561,0,51411,27308,55,0,-4.00,33,3984,1,0,0,0,0,35.96,2.89,2.39,65.00,0,43,-4.00,29,15.83,8.89,86.78,76.02,-6.94,1,35.52,27.30,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.64,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,17.22,11.11,5.50,12,16.11,3.22,48.00,20.78,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,34.60,20.00,20.70
 16:26:00  25/08/2019,5.33,86.28,75.97,7,76.13,26,29.22,-6.94,-30.67,1,33,50,34.28,3.67,72.94,-29.00,33.71,33,12.06,14.67,27.67,26,27.17,9,0.40,1,80.06,65.11,71.50,1,65.00,29.22,0.00,29.17,1,52,52,3985,3984,12.62,101561,0,51411,27308,52,0,-4.00,33,3984,1,0,0,0,0,35.82,2.89,2.39,65.00,0,46,-4.00,29,15.83,8.61,86.28,76.49,-6.94,1,35.52,27.26,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.64,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,16.72,11.11,5.50,12,16.11,3.22,49.20,20.11,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,34.60,20.00,20.70
 16:28:00  25/08/2019,5.33,86.61,76.05,7,77.87,24,29.22,-6.94,-27.94,2,40,32,31.72,3.67,75.22,-29.00,33.71,35,11.56,14.28,27.67,24,27.44,9,0.40,1,80.06,65.11,72.39,1,65.00,29.22,0.00,29.17,1,52,52,3985,3984,13.96,101561,0,51411,27308,52,0,-4.00,35,3984,1,0,0,0,0,35.90,2.89,2.39,65.00,0,48,-4.00,29,13.33,6.17,86.28,78.21,-6.94,1,35.52,27.20,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.64,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,15.28,10.72,5.50,12,15.78,3.22,48.60,18.78,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,34.60,20.00,20.70
 16:30:00  25/08/2019,5.33,86.61,76.05,7,77.87,24,29.22,-6.94,-27.94,2,40,32,31.72,3.67,75.22,-29.00,33.71,35,11.56,14.28,27.67,24,27.44,9,0.40,1,80.06,65.11,72.39,1,65.00,29.22,0.00,29.17,1,52,52,3985,3984,13.96,101561,0,51411,27308,52,0,-4.00,35,3984,1,0,0,0,0,35.90,2.89,2.39,65.00,0,48,-4.00,29,13.33,6.17,86.28,78.21,-6.94,1,35.52,27.20,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.64,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,15.28,10.72,5.50,12,15.78,3.22,48.60,18.78,37.20,1,0.00,20.00,2,4.60,30.20,16.70,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,34.60,20.00,20.70
 16:32:00  25/08/2019,5.33,87.61,76.24,7,78.18,27,29.56,-7.33,-27.94,2,46,50,31.72,3.67,73.72,-29.00,33.71,35,11.56,14.28,27.67,27,27.44,9,0.40,1,80.06,65.39,74.22,1,65.00,29.61,0.00,29.17,1,52,52,3985,3984,13.67,101561,0,51411,27308,52,0,-4.00,35,3984,1,0,0,0,0,35.73,2.61,2.39,65.00,0,50,-4.00,29,12.33,5.00,87.33,78.56,-7.33,1,35.52,27.05,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.64,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,15.28,10.72,5.50,12,15.50,3.22,48.60,18.78,37.20,1,0.00,20.00,2,4.60,30.20,17.20,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,36.10,20.90,20.70
 16:34:00  25/08/2019,5.33,88.22,76.50,7,78.49,24,29.28,-7.33,-31.06,1,33,50,34.61,3.67,69.22,-29.00,33.71,36,11.56,14.00,27.67,24,27.78,9,0.40,1,80.06,65.39,77.33,1,65.00,29.28,0.00,29.56,1,52,52,3985,3984,12.39,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.73,2.61,2.39,65.00,0,50,-4.00,29,15.22,7.72,87.89,78.89,-7.61,1,35.52,26.84,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,15.28,10.39,5.50,12,15.50,3.22,48.60,18.78,37.20,1,0.00,20.00,2,4.60,30.20,17.20,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,36.10,20.90,20.70
 16:36:00  25/08/2019,5.33,88.72,76.57,7,79.22,22,29.28,-8.00,-29.33,2,34,32,33.00,3.67,73.89,-29.00,33.71,36,11.56,14.00,27.67,22,27.78,9,0.40,1,79.67,65.39,83.22,1,65.00,29.28,0.00,29.56,1,52,52,3985,3984,13.32,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.73,2.61,2.39,65.00,0,49,-4.00,29,15.22,7.06,88.44,79.62,-7.94,1,35.52,26.53,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.89,0.00,26.89,36.80,2.78,10.00,20.00,1,14.28,10.39,5.50,12,15.22,3.22,47.80,17.72,37.20,1,0.00,20.00,2,4.60,30.20,17.20,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,36.10,20.90,20.70
 16:38:00  25/08/2019,5.33,88.72,76.46,7,78.16,23,29.28,-7.61,-28.50,2,37,32,32.22,3.67,73.89,-29.00,33.71,36,11.56,14.00,27.67,23,27.39,9,0.40,1,77.94,65.39,87.39,1,65.00,29.56,0.00,29.56,1,52,52,3985,3984,13.70,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.49,2.33,2.39,65.00,0,50,-4.00,29,15.22,7.39,89.00,78.55,-7.67,1,35.52,26.80,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.39,10.00,20.00,1,15.61,10.00,5.00,12,15.22,3.22,49.70,18.72,37.20,1,0.00,20.00,2,4.60,30.20,17.20,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,36.10,20.90,20.70
 16:40:00  25/08/2019,5.33,88.72,76.20,7,77.81,20,29.28,-7.61,-28.22,2,40,32,31.89,3.67,72.94,-29.00,33.71,36,11.56,14.00,27.67,20,27.39,9,0.40,1,76.72,65.67,87.72,1,65.00,29.06,0.00,29.56,1,52,52,3985,3984,13.82,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.59,2.33,2.39,65.00,0,49,-4.00,29,15.22,7.39,88.50,78.21,-7.67,1,35.52,26.76,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.39,10.00,20.00,1,14.72,10.00,5.00,12,14.78,3.22,49.70,17.89,37.20,1,0.00,20.00,2,4.60,30.20,17.20,-5.40,8.10,4.50,16.90,231.90,233.60,233.00,36.10,20.90,20.70
 16:42:00  25/08/2019,5.33,88.72,76.20,7,77.81,20,29.28,-7.61,-28.22,2,40,32,31.89,3.67,72.94,-29.00,33.71,36,11.56,14.00,27.67,20,27.39,9,0.40,1,76.72,65.67,87.72,1,65.00,29.06,0.00,29.56,1,52,52,3985,3984,13.82,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.59,2.33,2.39,65.00,0,49,-4.00,29,15.22,7.39,88.50,78.21,-7.67,1,35.52,26.76,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.39,10.00,20.00,1,14.72,10.00,5.00,12,14.78,3.22,49.70,17.89,37.20,1,0.00,20.00,2,4.00,30.20,19.90,-5.40,8.10,8.00,16.90,231.90,233.60,231.90,35.10,35.10,19.50
 16:44:00  25/08/2019,5.33,88.72,76.01,7,78.55,25,29.72,-8.22,-28.22,2,43,32,31.89,3.67,71.39,-29.00,33.71,36,11.56,14.00,27.67,25,27.39,9,0.40,1,75.78,65.67,87.00,1,65.00,29.67,0.00,29.28,1,52,52,3985,3984,13.89,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.59,2.33,2.39,65.00,0,48,-4.00,29,14.33,6.06,88.50,78.92,-8.17,1,35.52,26.35,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.39,10.00,20.00,1,14.22,9.61,5.00,12,14.78,3.22,49.10,17.39,37.20,1,0.00,20.00,2,4.00,30.20,19.90,-5.40,8.10,8.00,16.90,231.90,233.60,231.90,35.10,35.10,19.50
 16:46:00  25/08/2019,5.33,88.00,76.01,7,76.73,22,29.06,-7.22,-27.83,2,48,32,31.33,3.67,70.17,-29.00,33.71,36,11.56,14.00,27.67,22,27.39,9,0.40,1,75.78,65.67,86.61,1,65.00,29.11,0.00,29.28,1,52,52,3985,3984,14.02,101561,0,51411,27308,52,0,-4.00,36,3984,1,0,0,0,0,35.42,2.33,2.39,65.00,0,50,-4.00,29,13.67,6.44,88.00,77.13,-7.28,1,35.52,27.13,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.39,10.00,20.00,1,15.28,9.61,5.00,12,14.39,3.22,51.00,18.39,37.20,1,0.00,20.00,2,4.00,30.20,19.90,-5.40,8.10,8.00,16.90,231.90,233.60,231.90,35.10,35.10,19.50
 16:48:00  25/08/2019,5.33,87.67,75.79,7,78.54,26,29.61,-6.78,-27.83,2,49,32,31.33,3.67,70.17,-29.00,33.71,37,11.11,13.72,27.67,26,27.00,9,0.40,1,76.83,65.67,85.83,1,65.00,29.56,0.00,29.28,1,52,52,3985,3984,14.07,101561,0,51411,27308,52,0,-4.00,37,3984,1,0,0,0,0,35.73,2.61,2.39,65.00,0,50,-4.00,29,14.28,7.50,87.33,78.95,-6.78,1,35.52,27.47,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,24.22,0.00,26.89,36.20,2.72,10.00,20.00,1,13.61,9.22,5.00,12,14.39,3.22,49.00,17.00,37.20,1,0.00,20.00,2,4.00,30.20,19.90,-5.40,8.10,8.00,16.90,231.90,233.60,231.90,35.10,35.10,19.50
 16:50:00  25/08/2019,5.33,90.11,75.65,7,79.97,26,29.22,-9.06,-30.50,2,39,50,33.94,3.67,67.78,-29.00,33.71,37,11.11,14.28,27.67,26,27.00,9,0.40,1,78.11,65.67,85.17,1,65.00,29.28,0.00,29.28,1,65,65,3985,3984,12.75,101563,0,51412,27309,65,0,-4.00,40,3984,1,0,0,0,0,36.31,3.17,2.39,65.00,0,41,-4.00,50,14.94,5.67,89.06,80.72,-9.00,1,35.52,25.69,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.11,31.67,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,23.50,0.00,26.89,37.10,3.28,10.00,20.00,1,13.28,8.89,4.40,12,13.89,3.78,47.10,17.00,37.20,1,0.00,20.00,2,4.00,30.20,19.90,-5.40,8.10,8.00,16.90,231.90,233.60,231.90,35.10,35.10,19.50
