CNT-Porto Mós CNT-Porto Mós 08291846.csv,,CNT-Porto Mós,1566462281,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 17:36:00  24/08/2019,5.33,69.00,81.70,7,90.37,57,28.72,-10.56,-29.39,2,65,65,32.94,3.56,72.50,-29.00,32.56,49,9.67,12.44,27.67,57,29.50,9,0.00,0,55.78,65.22,53.17,1,65.00,28.89,0.00,32.11,1,55,55,3931,3930,13.24,100501,0,50864,27017,55,0,-8.00,49,3930,1,0,0,0,0,36.16,2.94,2.39,65.00,0,30,-8.00,50,15.22,4.78,97.33,91.44,-10.22,1,35.52,24.57,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.05,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.11,19.78,34.10,23.39,37.50,3.72,6.00,12.11,12,8.78,0.22,0.10,12,12.89,3.72,41.50,12.61,37.40,1,0.00,20.00,2,4.30,30.20,17.30,-5.90,8.10,4.30,17.30,230.80,232.00,232.10,36.80,19.50,21.20
 17:38:00  24/08/2019,5.33,66.72,81.27,7,78.92,34,29.00,-8.44,-28.78,2,67,66,32.44,3.56,71.11,-29.00,32.56,49,9.67,13.00,27.67,34,29.50,9,0.00,0,55.50,65.22,54.22,1,65.00,28.89,0.00,31.72,1,33,35,3931,3930,13.48,100504,0,50866,27018,35,0,-8.00,53,3930,1,0,0,0,0,36.43,3.33,2.39,65.00,0,32,-8.00,29,15.89,7.61,94.72,79.86,-8.44,1,35.52,26.16,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.05,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.11,18.89,36.00,22.72,37.50,3.72,6.00,11.72,12,13.61,0.22,0.10,12,12.89,3.72,44.60,17.61,37.40,1,0.00,20.00,2,4.30,30.20,17.30,-5.90,8.10,4.30,17.30,230.80,232.00,232.10,36.80,19.50,21.20
 17:40:00  24/08/2019,5.33,67.22,80.89,7,79.98,35,30.06,-8.06,-29.22,2,66,66,32.44,3.56,71.11,-29.00,32.56,49,9.67,12.33,27.67,35,29.22,9,0.00,0,55.50,64.94,54.22,1,65.00,30.11,0.00,31.72,1,17,16,3931,3930,13.33,100507,0,50867,27019,16,0,-8.00,52,3930,1,0,0,0,0,35.76,2.61,2.39,65.00,0,32,-8.00,29,17.17,9.11,89.89,80.82,-8.11,1,35.52,26.47,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.05,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,16.39,18.61,42.20,22.11,37.50,3.39,6.00,11.28,12,14.72,0.22,0.10,12,12.89,3.72,50.80,18.39,37.40,1,0.00,20.00,2,4.30,30.20,17.30,-5.90,8.10,4.30,17.30,230.80,232.00,232.10,36.80,19.50,21.20
 17:42:00  24/08/2019,5.33,67.22,80.69,7,83.08,33,30.72,-7.28,-29.22,2,65,65,32.72,3.56,71.56,-29.00,32.56,49,8.33,11.61,27.67,33,29.22,9,0.00,0,55.06,64.94,54.78,1,65.00,30.67,0.00,31.44,1,20,19,3931,3930,13.33,100507,0,50868,27019,19,0,-8.00,56,3930,1,0,0,0,0,36.41,3.28,2.39,65.00,0,35,-8.00,29,17.83,10.56,89.89,84.05,-7.33,1,35.52,27.07,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,16.39,16.78,40.20,20.89,37.50,4.00,5.40,10.89,12,12.28,0.22,0.10,12,12.61,4.00,46.50,16.39,37.40,1,0.00,20.00,2,7.70,30.20,21.00,-5.90,8.10,5.00,17.30,231.70,232.00,232.10,36.80,22.50,34.50
 17:44:00  24/08/2019,5.33,66.83,80.69,7,84.41,29,30.72,-6.17,-29.22,2,65,65,32.72,3.56,73.00,-29.00,32.56,49,8.06,11.94,27.67,29,29.50,9,0.00,0,55.06,64.94,54.78,1,65.00,30.67,0.00,31.44,1,25,23,3931,3930,13.33,100508,0,50868,27019,23,0,-8.00,57,3930,1,0,0,0,0,36.95,3.78,2.39,65.00,0,44,-8.00,29,17.83,11.61,90.83,85.27,-6.22,1,35.52,27.95,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,15.72,16.28,39.60,20.89,38.30,4.50,5.40,10.89,12,11.11,0.22,0.10,12,11.39,4.61,45.80,15.78,38.40,1,0.00,20.00,2,7.70,30.20,21.00,-5.90,8.10,5.00,17.30,231.70,232.00,232.10,36.80,22.50,34.50
 17:46:00  24/08/2019,5.33,66.83,80.69,7,84.41,29,30.72,-6.17,-29.22,2,65,65,32.72,3.56,73.00,-29.00,32.56,49,8.06,11.94,27.67,29,29.50,9,0.00,0,55.06,64.94,54.78,1,65.00,30.67,0.00,31.44,1,25,23,3931,3930,13.33,100508,0,50868,27019,23,0,-8.00,57,3930,1,0,0,0,0,36.95,3.78,2.39,65.00,0,44,-8.00,29,17.83,11.61,90.83,85.27,-6.22,1,35.52,27.95,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,15.72,16.28,39.60,20.89,38.30,4.50,5.40,10.72,12,11.11,0.22,0.10,12,11.39,4.61,45.80,15.78,38.40,1,0.00,20.00,2,7.70,30.20,21.00,-5.90,8.10,5.00,17.30,231.70,232.00,232.10,36.80,22.50,34.50
 17:48:00  24/08/2019,5.33,67.78,80.75,7,88.23,29,30.72,-9.83,-29.22,2,64,64,33.11,4.06,73.56,-29.00,32.56,61,8.61,12.50,27.67,29,29.50,9,0.00,0,54.72,64.94,55.61,1,65.00,31.06,0.00,31.44,1,69,68,3932,3931,13.37,100516,0,50872,27022,68,0,-8.00,61,3931,1,0,0,0,0,36.87,3.78,2.39,65.00,0,36,-8.00,50,19.06,9.06,94.33,90.01,-9.67,1,35.52,25.10,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,16.00,15.72,39.60,20.28,38.30,4.50,5.40,11.00,12,10.11,0.22,0.10,12,11.11,4.61,44.20,14.72,38.40,1,0.00,20.00,2,7.70,30.20,21.00,-5.90,8.10,5.00,17.30,231.70,232.00,232.10,36.80,22.50,34.50
 17:50:00  24/08/2019,5.33,67.11,80.75,7,80.14,34,31.83,-8.00,-28.94,2,64,64,33.11,4.06,70.67,-29.00,32.56,62,10.61,13.67,27.67,33,29.50,9,0.00,0,54.72,64.94,55.61,1,65.00,31.78,0.00,31.44,1,63,65,3932,3931,13.43,100517,0,50873,27022,65,0,-8.00,63,3931,1,0,0,0,0,36.03,2.94,2.39,65.00,0,34,-8.00,29,16.17,8.17,95.28,81.61,-8.06,1,35.52,26.49,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.22,17.11,41.80,20.78,37.30,3.61,6.10,12.22,12,12.61,0.22,0.10,12,10.28,3.78,51.80,16.50,37.50,1,0.00,20.00,2,7.70,30.20,21.00,-5.90,8.10,5.00,17.30,231.70,232.00,232.10,36.80,22.50,34.50
 17:52:00  24/08/2019,5.33,67.61,80.68,7,78.16,33,31.50,-8.33,-28.94,2,65,65,32.39,3.39,70.67,-29.00,32.56,62,10.61,12.50,27.67,33,29.50,9,0.00,0,54.72,64.94,55.61,1,65.00,31.78,0.00,31.44,1,45,45,3932,3931,13.43,100520,0,50875,27023,45,0,-8.00,62,3931,1,0,0,0,0,35.57,2.28,2.39,65.00,0,33,-8.00,29,16.83,8.72,91.28,79.73,-8.06,1,35.52,26.25,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.22,17.61,44.30,20.78,37.30,3.28,6.10,12.22,12,10.22,0.22,0.10,12,10.00,3.78,53.70,13.89,37.50,1,0.00,20.00,2,7.70,30.20,20.20,-5.40,8.10,5.00,20.90,230.00,230.10,230.60,35.90,21.20,34.50
 17:54:00  24/08/2019,5.33,67.61,80.46,7,79.23,37,31.78,-8.33,-28.94,2,64,64,32.39,3.00,70.33,-29.00,32.56,57,11.06,12.50,27.67,37,29.17,9,0.00,0,54.72,64.56,54.56,1,65.00,31.78,0.00,31.44,1,24,23,3932,3931,13.32,100524,0,50877,27024,23,0,-8.00,57,3931,1,0,0,0,0,34.22,1.33,2.39,65.00,0,32,-8.00,29,18.11,9.83,89.17,80.26,-8.06,1,35.52,26.25,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,19.72,0.00,20.78,34.80,1.00,10.00,20.00,12,12.11,1.39,0.70,12,10.61,2.11,59.70,14.28,35.90,1,0.00,20.00,2,7.70,30.20,20.20,-5.40,8.10,5.00,20.90,230.00,230.10,230.60,35.90,21.20,34.50
 17:56:00  24/08/2019,5.33,67.61,80.46,7,79.23,37,31.78,-8.33,-28.94,2,64,64,32.39,3.00,70.33,-29.00,32.56,57,11.06,12.50,27.67,37,29.17,9,0.00,0,54.72,64.56,54.56,1,65.00,31.78,0.00,31.44,1,24,23,3932,3931,13.32,100524,0,50877,27024,23,0,-8.00,57,3931,1,0,0,0,0,34.22,1.33,2.39,65.00,0,32,-8.00,29,18.11,9.83,89.17,80.26,-8.06,1,35.52,26.25,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,19.72,0.00,20.78,34.80,1.00,10.00,20.00,12,12.11,1.39,0.70,12,10.61,2.11,59.70,14.28,35.90,1,0.00,20.00,2,7.70,30.20,20.20,-5.40,8.10,5.00,20.90,230.00,230.10,230.60,35.90,21.20,34.50
 17:58:00  24/08/2019,5.33,66.22,80.22,7,78.96,25,30.44,-9.17,-28.94,2,64,64,30.72,1.72,69.83,-29.00,32.56,36,11.67,11.67,27.67,25,29.17,9,0.00,0,55.06,64.56,53.94,1,65.00,30.39,0.00,31.44,1,17,19,3932,3931,13.46,100525,0,50878,27025,19,0,-8.00,36,3932,1,0,0,0,0,33.41,0.00,2.39,65.00,0,26,-8.00,26,20.00,10.83,91.56,79.28,-9.22,1,35.52,25.62,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,20.50,0.00,20.78,34.20,0.28,10.00,20.00,12,11.72,5.11,2.50,12,15.22,1.00,51.00,12.78,34.90,1,0.00,20.00,2,7.70,30.20,20.20,-5.40,8.10,5.00,20.90,230.00,230.10,230.60,35.90,21.20,34.50
 18:00:00  24/08/2019,5.33,65.17,79.95,7,81.51,27,30.83,-7.61,-28.94,2,63,63,30.39,1.28,68.89,-29.00,32.56,31,11.39,11.67,27.67,27,28.89,9,0.00,0,55.56,64.17,52.17,1,65.00,30.83,0.00,31.11,1,13,13,3932,3931,13.37,100526,0,50878,27025,13,0,-8.00,23,3932,1,0,0,0,0,33.77,0.50,2.39,65.00,0,29,-8.00,29,19.72,12.06,93.78,81.52,-7.67,1,35.52,26.80,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,20.78,0.00,21.39,34.20,0.28,10.00,20.00,12,17.00,7.50,3.70,12,19.50,1.00,45.80,18.22,34.90,1,0.00,20.00,2,7.70,30.20,20.20,-5.40,8.10,5.00,20.90,230.00,230.10,230.60,35.90,21.20,34.50
 18:02:00  24/08/2019,5.33,65.17,79.72,7,87.80,20,30.17,-7.00,-28.94,2,62,62,30.39,1.28,69.89,-29.00,32.56,31,11.39,12.61,27.67,20,28.89,9,0.00,0,56.11,64.17,49.00,1,65.00,30.17,0.00,31.11,1,40,39,3932,3932,13.29,100530,0,50880,27026,39,0,-8.00,16,3932,1,0,0,0,0,34.08,1.06,2.39,65.00,0,33,-8.00,29,19.72,12.33,96.39,87.76,-7.17,1,35.52,27.31,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.08,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,20.78,0.00,21.72,34.70,0.89,10.00,20.00,1,18.28,6.28,3.10,12,19.22,1.39,42.60,19.78,34.90,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,230.50,230.70,231.30,36.80,22.40,33.60
 18:04:00  24/08/2019,5.33,63.72,79.53,7,83.31,20,30.44,-7.61,-28.94,2,62,62,30.89,1.78,70.22,-29.00,32.56,31,11.67,14.33,27.67,20,28.89,9,0.00,0,55.83,63.83,46.89,1,65.00,30.44,0.00,31.11,1,54,55,3933,3932,13.29,100533,0,50881,27026,55,0,-8.00,20,3932,1,0,0,0,0,35.77,2.56,2.39,65.00,0,33,-8.00,29,18.67,10.89,98.44,83.45,-7.61,1,35.52,26.80,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.12,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,19.28,0.00,22.11,36.50,2.72,10.00,20.00,1,17.28,3.39,1.70,12,15.78,3.00,39.50,20.39,36.80,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,230.50,230.70,231.30,36.80,22.40,33.60
 18:06:00  24/08/2019,5.33,62.44,79.46,7,79.31,23,30.94,-7.06,-29.33,2,61,61,31.83,2.56,70.22,-29.00,32.56,31,12.00,15.72,27.67,23,28.89,9,0.00,0,54.61,63.50,46.06,1,65.00,31.00,0.00,31.11,1,51,52,3933,3932,13.29,100533,0,50881,27026,52,0,-8.00,26,3932,1,0,0,0,0,36.86,3.72,2.39,65.00,0,36,-8.00,29,15.61,8.39,95.06,79.63,-7.11,1,35.52,27.24,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.12,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,19.28,0.00,22.11,36.50,2.72,10.00,20.00,1,17.28,3.39,1.70,12,15.78,3.00,39.50,20.39,36.80,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,230.50,230.70,231.30,36.80,22.40,33.60
 18:08:00  24/08/2019,5.33,62.44,79.46,7,79.31,23,30.94,-7.06,-29.33,2,61,61,31.83,2.56,70.22,-29.00,32.56,31,12.00,15.72,27.67,23,28.89,9,0.00,0,54.61,63.50,46.06,1,65.00,31.00,0.00,31.11,1,51,52,3933,3932,13.29,100533,0,50881,27026,52,0,-8.00,26,3932,1,0,0,0,0,36.86,3.72,2.39,65.00,0,36,-8.00,29,15.61,8.39,95.06,79.63,-7.11,1,35.52,27.24,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.12,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,18.39,0.00,22.11,37.50,3.78,10.00,20.00,1,15.72,0.22,0.10,12,11.39,4.28,47.70,20.11,38.10,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,230.50,230.70,231.30,36.80,22.40,33.60
 18:10:00  24/08/2019,5.33,61.67,79.37,7,77.36,23,30.94,-6.44,-29.61,2,59,59,32.94,3.39,71.33,-29.00,32.56,37,11.72,16.06,27.67,23,28.89,9,0.00,0,53.28,63.11,46.06,1,65.00,30.72,0.00,30.83,1,36,39,3933,3932,13.16,100535,0,50882,27027,39,0,-8.00,37,3932,1,0,0,0,0,37.33,4.28,2.39,65.00,0,44,-8.00,29,14.50,8.11,90.00,77.94,-6.44,1,35.52,27.73,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.72,32.12,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,18.11,0.00,22.50,38.00,4.28,10.00,20.00,1,13.72,0.22,0.10,12,10.89,4.78,51.50,18.61,38.60,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,230.50,230.70,231.30,36.80,22.40,33.60
 18:12:00  24/08/2019,5.33,62.50,79.29,7,79.97,30,31.33,-9.11,-29.28,2,58,58,33.22,4.00,72.17,-29.00,32.56,37,12.33,15.78,27.67,30,28.89,9,0.00,0,52.44,62.83,46.06,1,65.00,31.44,0.00,30.83,1,30,29,3933,3932,13.29,100538,0,50883,27027,29,0,-8.00,43,3932,1,0,0,0,0,36.67,3.56,2.39,65.00,0,41,-8.00,50,17.44,8.39,87.89,80.75,-8.83,1,35.52,25.66,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.44,32.12,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.50,18.78,0.00,22.50,37.40,3.61,10.00,20.00,1,11.89,0.22,0.10,12,10.89,4.28,53.30,16.28,38.10,1,0.00,20.00,2,7.70,30.20,20.80,-5.40,8.10,5.00,20.90,229.60,230.00,230.20,36.80,21.50,34.30
