CNT-Porto Mós CNT-Porto Mós 08291846.csv,,CNT-Porto Mós,1566462281,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 21:38:00  25/08/2019,5.33,80.11,62.03,7,65.16,24,20.28,-8.89,-29.78,2,59,59,30.22,0.39,67.39,-29.00,32.56,6,15.50,16.33,27.94,24,19.72,9,0.00,1,70.17,59.72,68.50,1,65.00,20.33,0.00,22.11,1,22,23,3996,3995,12.96,101757,0,51511,27361,23,0,-8.00,0,3995,1,0,0,0,0,34.08,0.78,2.39,65.00,0,29,-8.00,29,17.67,9.00,81.39,64.92,-8.89,1,35.52,25.99,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.39,31.33,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,19.72,0.00,20.78,34.60,0.78,10.00,20.00,1,17.11,20.00,10.00,1,14.22,0.78,0.00,18.00,34.60,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.00,232.10,234.20,234.20,35.10,20.80,21.80
 21:40:00  25/08/2019,5.33,80.11,62.03,7,65.16,24,20.28,-8.89,-29.78,2,59,59,30.22,0.39,67.39,-29.00,32.56,6,15.50,16.33,27.94,24,19.72,9,0.00,1,70.17,59.72,68.50,1,65.00,20.33,0.00,22.11,1,22,23,3996,3995,12.96,101757,0,51511,27361,23,0,-8.00,0,3995,1,0,0,0,0,34.08,0.78,2.39,65.00,0,29,-8.00,29,17.67,9.00,81.39,64.92,-8.89,1,35.52,25.99,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.39,31.33,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,19.72,0.00,20.78,34.60,0.78,10.00,20.00,1,17.11,20.00,10.00,1,14.22,0.78,0.00,18.00,34.60,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.00,232.10,234.20,234.20,35.10,20.80,21.80
 21:42:00  25/08/2019,5.33,80.89,61.93,7,64.33,26,21.33,-7.67,-29.17,2,60,60,30.22,0.94,67.39,-29.00,32.56,6,15.17,16.72,27.94,26,19.72,9,0.00,1,71.94,59.72,65.39,1,65.00,21.17,0.00,21.78,1,22,23,3996,3995,13.30,101757,0,51511,27361,23,0,-8.00,0,3995,1,0,0,0,0,34.76,1.56,2.39,65.00,0,32,-8.00,29,16.61,8.72,82.39,64.12,-7.78,1,35.52,26.76,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.39,31.24,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,19.00,0.00,20.78,35.30,1.50,10.00,20.00,1,16.50,20.00,10.00,1,14.22,1.50,0.00,18.00,35.30,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.50,232.10,234.20,234.20,36.70,20.80,21.80
 21:44:00  25/08/2019,5.33,78.94,61.86,7,63.29,33,22.11,-7.00,-29.17,2,60,60,30.22,1.39,67.83,-29.00,32.56,6,15.17,17.11,27.94,33,19.72,9,0.00,1,71.33,59.72,62.94,1,65.00,22.17,0.00,21.78,1,22,23,3996,3995,13.37,101757,0,51511,27361,23,0,-8.00,0,3995,1,0,0,0,0,34.90,1.56,2.39,65.00,0,36,-8.00,29,13.89,6.67,80.22,63.10,-7.11,1,35.52,27.29,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.39,31.15,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,19.00,0.00,20.50,35.30,1.50,10.00,20.00,1,16.50,20.00,10.00,1,14.22,1.50,0.00,18.00,35.30,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.50,232.10,234.20,234.20,36.70,20.80,21.80
 21:46:00  25/08/2019,5.33,76.78,61.76,7,63.93,31,21.61,-6.11,-29.17,2,60,60,30.78,1.78,68.94,-29.00,32.56,6,15.17,17.50,27.94,31,19.72,9,0.00,1,69.78,59.72,59.89,1,65.00,21.67,0.00,21.78,1,22,23,3996,3995,13.52,101757,0,51511,27361,23,0,-8.00,0,3995,1,0,0,0,0,35.29,2.11,2.39,65.00,0,45,-8.00,29,11.89,5.78,77.44,63.73,-6.11,1,35.52,28.03,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,31.05,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,18.28,0.00,20.50,35.80,2.00,10.00,20.00,1,16.00,20.00,10.00,1,14.22,2.00,0.00,18.00,35.80,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.50,232.10,234.20,234.20,36.70,20.80,21.80
 21:48:00  25/08/2019,5.33,77.72,61.63,7,62.46,27,21.22,-8.78,-29.17,2,60,60,31.28,2.28,68.94,-29.00,32.56,8,13.50,17.50,27.94,27,19.39,9,0.00,1,68.22,59.72,56.83,1,65.00,21.06,0.00,21.78,1,23,26,3996,3995,13.47,101757,0,51511,27361,26,0,-8.00,8,3996,1,0,0,0,0,37.12,4.00,2.39,65.00,0,41,-8.00,50,14.44,5.78,78.17,62.66,-8.72,1,35.52,25.89,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,31.02,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,16.61,0.00,20.50,37.70,3.89,10.00,20.00,1,14.22,20.00,10.00,1,14.22,3.89,0.00,18.00,37.70,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.50,232.10,234.20,234.20,36.70,20.80,21.80
 21:50:00  25/08/2019,5.33,77.72,61.63,7,62.46,27,21.22,-8.78,-29.17,2,60,60,31.28,2.28,68.94,-29.00,32.56,8,13.50,17.50,27.94,27,19.39,9,0.00,1,68.22,59.72,56.83,1,65.00,21.06,0.00,21.78,1,23,26,3996,3995,13.47,101757,0,51511,27361,26,0,-8.00,8,3996,1,0,0,0,0,37.12,4.00,2.39,65.00,0,41,-8.00,50,14.44,5.78,78.17,62.66,-8.72,1,35.52,25.89,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,31.02,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,16.61,0.00,20.50,37.70,3.89,10.00,20.00,1,14.22,20.00,10.00,1,14.22,3.89,0.00,18.00,37.70,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,17.50,232.10,234.20,234.20,36.70,20.80,21.80
 21:52:00  25/08/2019,5.33,79.06,61.52,7,63.14,55,23.44,-9.89,-29.17,2,59,59,32.22,2.94,66.83,-29.00,32.56,6,14.33,16.33,27.94,55,19.39,9,0.00,1,68.22,59.72,60.94,1,65.00,23.39,0.00,21.50,1,23,23,3996,3995,13.31,101758,0,51512,27362,23,0,-8.00,5,3996,1,0,0,0,0,35.07,2.00,2.39,65.00,0,31,-8.00,50,16.44,6.67,79.67,63.10,-9.83,1,35.52,25.06,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.95,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,18.39,0.00,20.50,35.70,1.89,10.00,20.00,1,16.28,20.00,10.00,1,14.22,1.89,0.00,18.28,35.70,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,18.00,232.10,234.20,234.20,35.90,21.90,21.80
 21:54:00  25/08/2019,5.33,79.06,61.42,7,62.73,42,21.06,-6.83,-29.17,2,59,59,31.44,2.44,66.83,-29.00,32.56,6,15.11,16.72,27.94,42,19.39,9,0.00,1,67.50,59.72,74.83,1,65.00,21.22,0.00,21.50,1,23,23,3996,3995,13.46,101758,0,51512,27362,23,0,-8.00,2,3996,1,0,0,0,0,34.79,1.61,2.39,65.00,0,39,-8.00,29,15.61,8.78,79.67,62.53,-6.89,1,35.52,27.43,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,18.39,0.00,20.50,35.70,1.61,10.00,20.00,1,16.61,20.00,10.00,1,14.22,1.61,0.00,18.28,35.70,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,18.00,232.10,234.20,234.20,35.90,21.90,21.80
 21:56:00  25/08/2019,5.33,76.50,61.28,7,63.68,30,20.22,-6.44,-28.33,2,63,63,30.61,2.44,68.72,-29.00,32.56,6,15.11,17.17,27.94,30,19.11,9,0.00,1,67.22,59.72,76.67,1,65.00,20.22,0.00,21.50,1,23,23,3996,3995,13.90,101758,0,51512,27362,23,0,-8.00,2,3996,1,0,0,0,0,35.20,2.00,2.39,65.00,0,46,-8.00,29,14.83,8.28,77.61,63.48,-6.44,1,35.52,27.74,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,18.11,0.00,20.22,35.70,2.00,10.00,20.00,1,16.22,20.00,10.00,1,14.22,2.00,0.00,18.28,35.70,0,0.00,20.00,1,4.30,30.20,17.40,-5.40,8.00,4.70,18.00,232.10,234.20,234.20,35.90,21.90,21.80
 21:58:00  25/08/2019,5.33,79.17,61.16,7,67.67,32,20.78,-9.67,-27.06,3,73,66,29.39,2.44,67.50,-29.00,32.56,6,14.33,17.17,27.94,32,19.11,9,0.00,1,66.00,59.44,77.83,1,65.00,20.89,0.00,21.22,1,63,61,3997,3996,14.43,101764,0,51515,27363,61,0,-8.00,4,3996,1,0,0,0,0,36.31,2.89,2.39,65.00,0,37,-8.00,50,14.83,4.78,79.78,67.65,-9.61,1,35.52,25.22,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,16.78,0.00,20.22,37.10,3.28,10.00,20.00,1,15.28,5.28,2.60,12,17.78,3.39,24.60,18.78,37.20,1,0.00,20.00,2,4.30,30.20,17.40,-5.40,8.00,4.70,18.00,232.10,234.20,234.20,35.90,21.90,21.80
 22:00:00  25/08/2019,5.33,79.17,61.16,7,67.67,32,20.78,-9.67,-27.06,3,73,66,29.39,2.44,67.50,-29.00,32.56,6,14.33,17.17,27.94,32,19.11,9,0.00,1,66.00,59.44,77.83,1,65.00,20.89,0.00,21.22,1,63,61,3997,3996,14.43,101764,0,51515,27363,61,0,-8.00,4,3996,1,0,0,0,0,36.31,2.89,2.39,65.00,0,37,-8.00,50,14.83,4.78,79.78,67.65,-9.61,1,35.52,25.22,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,16.78,0.00,20.22,37.10,3.28,10.00,20.00,1,15.28,5.28,2.60,12,17.78,3.39,24.60,18.78,37.20,1,0.00,20.00,2,4.30,30.20,17.40,-5.40,8.00,4.70,18.00,232.10,234.20,234.20,35.90,21.90,21.80
 22:02:00  25/08/2019,5.33,78.28,61.07,7,60.93,33,21.61,-6.00,-28.11,2,81,84,31.11,3.06,62.44,-29.00,32.56,11,12.44,16.50,27.94,33,19.11,9,0.00,1,62.83,59.44,81.44,1,65.00,21.33,0.00,21.22,1,59,61,3997,3996,13.86,101764,0,51515,27363,61,0,-8.00,17,3996,1,0,0,0,0,37.16,4.11,2.39,65.00,0,42,-8.00,29,12.56,6.61,81.44,60.99,-6.28,1,35.52,28.09,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,0,0.00,17.78,16.22,0.00,20.22,37.80,4.00,10.00,20.00,1,17.50,5.28,2.60,12,17.39,4.11,22.70,21.72,37.80,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,18.00,232.90,234.20,234.20,22.70,20.80,21.80
 22:04:00  25/08/2019,5.33,75.06,60.98,7,62.93,46,22.06,-9.11,-28.94,2,79,84,32.44,3.50,66.33,-29.00,32.56,11,12.83,16.50,27.94,46,19.11,9,0.00,1,60.11,59.44,76.61,1,65.00,22.17,0.00,21.22,1,57,55,3997,3996,13.46,101765,0,51515,27363,55,0,-8.00,20,3996,1,0,0,0,0,36.58,3.44,2.39,65.00,0,39,-8.00,50,16.39,7.44,75.17,63.11,-9.00,1,35.52,25.64,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,16.61,0.00,20.22,37.30,3.50,10.00,20.00,1,18.39,5.28,2.60,12,16.72,3.61,28.30,22.11,37.30,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,18.00,232.90,234.20,234.20,22.70,20.80,21.80
 22:06:00  25/08/2019,5.33,76.67,60.87,7,60.41,38,20.67,-6.94,-29.50,2,77,84,33.11,3.50,67.11,-29.00,32.56,11,12.28,16.06,27.94,38,18.78,9,0.00,1,58.44,59.44,76.06,1,65.00,20.67,0.00,21.22,1,55,55,3997,3996,13.14,101765,0,51515,27363,55,0,-8.00,26,3996,1,0,0,0,0,36.98,3.83,2.39,65.00,0,38,-8.00,29,16.39,9.33,77.00,60.41,-7.17,1,35.52,27.35,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,16.11,0.00,20.22,37.30,3.89,10.00,20.00,1,18.00,5.28,2.60,12,15.39,4.00,32.70,22.11,37.80,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,18.00,232.90,234.20,234.20,22.70,20.80,21.80
 22:08:00  25/08/2019,5.33,70.78,60.78,7,65.50,43,21.22,-8.11,-30.06,2,73,84,33.44,3.50,70.89,-29.00,32.56,31,12.28,14.06,27.94,43,18.78,9,0.00,1,60.22,59.44,75.39,1,65.00,21.33,0.00,20.94,1,61,58,3997,3996,12.95,101766,0,51516,27363,58,0,-8.00,24,3996,1,0,0,0,0,35.10,1.94,2.39,65.00,0,45,-8.00,50,18.00,10.50,70.78,66.30,-7.17,1,35.52,26.38,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,17.78,0.00,19.89,35.80,2.00,10.00,20.00,1,18.00,5.28,2.60,12,14.61,2.39,46.30,20.39,36.20,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,18.00,232.90,234.20,234.20,22.70,20.80,21.80
 22:10:00  25/08/2019,5.33,74.67,60.72,7,61.28,43,21.22,-8.39,-30.06,2,66,66,32.61,2.44,70.89,-29.00,32.56,31,11.00,12.39,27.94,43,18.78,9,0.00,1,61.72,59.44,74.78,1,65.00,21.06,0.00,20.94,1,63,65,3997,3996,13.16,101767,0,51516,27364,65,0,-8.00,21,3996,1,0,0,0,0,34.55,1.44,2.39,65.00,0,34,-8.00,29,16.06,7.61,74.61,61.83,-8.56,1,35.52,26.22,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,18.28,0.00,19.89,35.20,1.39,10.00,20.00,1,16.39,5.28,2.60,12,15.50,1.78,46.30,18.22,35.60,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,18.00,232.90,234.20,234.20,22.70,20.80,21.80
 22:12:00  25/08/2019,5.33,74.67,60.72,7,61.28,43,21.22,-8.39,-30.06,2,66,66,32.61,2.44,70.89,-29.00,32.56,31,11.00,12.39,27.94,43,18.78,9,0.00,1,61.72,59.44,74.78,1,65.00,21.06,0.00,20.94,1,63,65,3997,3996,13.16,101767,0,51516,27364,65,0,-8.00,21,3996,1,0,0,0,0,34.55,1.44,2.39,65.00,0,34,-8.00,29,16.06,7.61,74.61,61.83,-8.56,1,35.52,26.22,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.91,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,18.28,0.00,19.89,35.20,1.39,10.00,20.00,1,16.39,5.28,2.60,12,15.50,1.78,46.30,18.22,35.60,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,15.80,232.90,234.20,234.20,22.10,21.60,21.80
 22:14:00  25/08/2019,5.33,69.56,60.67,7,58.07,57,22.00,-8.11,-28.22,2,68,66,30.06,1.83,71.39,-29.00,32.56,11,11.44,11.89,27.94,57,18.78,9,0.00,1,64.06,59.44,74.78,1,65.00,22.00,0.00,20.94,1,47,48,3997,3996,13.85,101770,0,51518,27365,48,0,-8.00,12,3996,1,0,0,0,0,34.10,0.50,2.39,65.00,0,34,-8.00,29,15.72,7.61,69.89,58.19,-8.17,1,35.52,26.41,-1.89,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-2.67,30.97,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,3,1,0,20.00,0,0,0.00,17.78,18.28,0.00,19.61,35.20,1.39,10.00,20.00,1,16.39,5.28,2.60,12,14.78,1.78,51.30,18.50,35.60,1,0.00,20.00,2,4.30,30.20,14.20,-5.40,4.90,4.70,15.80,232.90,234.20,234.20,22.10,21.60,21.80
