Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample Rate,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min
 23:34:00  15/08/2019,2.39,71.17,61.16,1,61.31,29,19.89,-5.17,-28.33,2,48,50,29.50,1.00,69.67,-29.00,32.56,0,12.94,16.06,30.72,29,19.39,2,14.30,1,54.17,50.94,73.56,1,65.00,19.78,29.00,21.33,4,0,0,3837,3836,13.65,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.22,3.06,2.39,65.00,0,43,-8.00,29,11.89,6.72,74.94,61.06,-5.28,1,35.52,28.79,-1.89,0,3,1,3,1,0,15.89,10.00,36.41,0,18.89,3.11,0,10.00,18.61,0,15.72,0,36.41,3.11,20.00,0,0,0.00,26.50,13.11,0.00,16.00,36.90,3.11,10.00,20.00,1,12.50,20.00,10.00,1,11.50,3.11,0.00,15.50,36.80,0,0.00,20.00,1,4.60,30.20,13.80,-5.30,4.80,4.00,16.20,236.30,236.40,237.10,23.50,17.70,20.80
 23:36:00  15/08/2019,2.39,73.67,61.12,1,61.31,36,21.17,-7.28,-28.61,2,49,50,30.78,2.22,72.00,-29.00,32.56,0,13.28,16.56,30.72,36,19.39,2,25.30,1,51.61,50.56,73.56,1,65.00,21.06,35.40,21.33,4,0,0,3837,3836,13.61,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.25,3.06,2.39,65.00,0,47,-8.00,50,13.33,6.11,75.50,61.29,-7.22,1,35.52,27.05,-1.89,0,3,1,3,1,0,15.89,10.00,36.41,0,18.89,3.11,0,10.00,18.89,0,15.72,0,36.41,3.11,20.00,0,0,0.00,26.50,13.11,0.00,16.28,36.90,3.11,10.00,20.00,1,12.78,20.00,10.00,1,11.50,3.11,0.00,16.00,36.80,0,0.00,20.00,1,4.60,30.20,13.80,-5.30,4.80,4.00,16.20,236.30,236.40,237.10,23.50,17.70,20.80
 23:38:00  15/08/2019,2.39,77.17,61.12,1,60.83,46,22.06,-8.89,-29.06,2,48,50,31.89,2.83,71.11,-29.00,32.56,0,14.50,16.56,30.72,46,19.39,2,22.10,1,49.22,50.56,76.33,1,65.00,22.06,33.20,21.33,4,0,0,3837,3836,13.37,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.38,2.28,2.39,65.00,0,42,-8.00,50,14.06,5.28,79.67,60.78,-8.78,1,35.52,25.83,-1.89,0,3,1,3,1,0,16.61,10.00,35.52,0,18.89,2.28,0,10.00,18.89,0,16.50,0,35.52,2.22,20.00,0,0,0.00,26.50,13.78,0.00,16.28,36.00,2.22,10.00,20.00,1,13.78,20.00,10.00,1,11.50,2.22,0.00,16.00,36.00,0,0.00,20.00,1,4.60,30.20,13.80,-5.30,4.80,4.00,16.20,236.30,236.40,237.10,23.50,17.70,20.80
 23:40:00  15/08/2019,2.39,78.22,61.12,1,59.08,47,21.61,-8.89,-30.28,2,42,50,33.00,2.83,69.56,-29.00,32.56,0,15.22,17.00,30.72,47,19.39,2,14.60,1,47.11,50.22,79.00,1,65.00,21.67,22.20,21.33,4,0,0,3837,3836,12.77,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.88,1.78,2.39,65.00,0,33,-8.00,29,14.06,5.28,81.83,58.83,-9.06,1,35.52,25.95,-1.89,0,3,1,3,1,0,16.89,10.00,35.03,0,18.89,1.72,0,10.00,18.89,0,16.89,0,35.03,1.72,20.00,0,0,0.00,26.50,14.28,0.00,16.00,35.40,1.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,1.61,0.00,16.28,35.50,0,0.00,20.00,1,4.60,30.20,13.80,-5.30,4.80,4.00,16.20,236.30,236.40,237.10,23.50,17.70,20.80
 23:42:00  15/08/2019,2.39,78.22,61.12,1,59.08,47,21.61,-8.89,-30.28,2,42,50,33.00,2.83,69.56,-29.00,32.56,0,15.22,17.00,30.72,47,19.39,2,14.60,1,47.11,50.22,79.00,1,65.00,21.67,22.20,21.33,4,0,0,3837,3836,12.77,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.88,1.78,2.39,65.00,0,33,-8.00,29,14.06,5.28,81.83,58.83,-9.06,1,35.52,25.95,-1.89,0,3,1,3,1,0,16.89,10.00,35.03,0,18.89,1.72,0,10.00,18.89,0,16.89,0,35.03,1.72,20.00,0,0,0.00,26.50,14.28,0.00,16.00,35.40,1.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,1.61,0.00,16.28,35.50,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,13.60,233.60,235.20,234.70,21.30,15.70,10.20
 23:44:00  15/08/2019,2.39,75.39,61.12,1,60.60,48,21.61,-9.94,-29.28,2,37,32,31.78,2.56,70.39,-29.00,32.56,0,15.61,17.00,30.72,48,19.39,2,5.00,1,45.50,50.22,79.72,1,65.00,21.67,19.00,21.33,4,0,0,3837,3836,13.41,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.79,1.78,2.39,65.00,0,24,-8.00,24,16.28,6.28,80.83,60.28,-9.89,1,35.52,25.03,-1.89,0,3,1,3,1,0,16.89,10.00,35.03,0,18.61,1.72,0,10.00,18.61,0,16.89,0,34.93,1.72,20.00,0,0,0.00,26.50,14.28,0.00,16.00,35.40,1.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,1.61,0.00,16.28,35.50,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,13.60,233.60,235.20,234.70,21.30,15.70,10.20
 23:46:00  15/08/2019,2.39,73.89,61.12,1,61.71,46,21.06,-8.28,-27.39,3,45,32,30.06,2.56,68.72,-29.00,32.56,0,15.61,17.50,30.72,46,19.11,2,2.40,1,44.39,49.89,79.72,1,65.00,21.17,22.20,21.33,4,0,0,3837,3836,14.24,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.27,2.06,2.39,65.00,0,22,-8.00,22,14.94,6.67,80.83,61.39,-8.33,1,35.52,26.31,-1.89,0,3,1,3,1,0,16.39,10.00,35.52,0,18.61,2.22,0,10.00,18.61,0,16.39,0,35.42,2.11,20.00,0,0,0.00,26.50,13.89,0.00,16.00,35.90,2.11,10.00,20.00,1,14.28,20.00,10.00,1,11.50,2.11,0.00,16.28,35.50,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,13.60,233.60,235.20,234.70,21.30,15.70,10.20
 23:48:00  15/08/2019,2.39,74.89,61.07,1,61.80,33,19.94,-6.78,-29.28,2,43,50,31.94,2.56,67.56,-29.00,32.56,0,14.83,17.89,30.72,33,19.11,2,12.80,1,43.61,49.89,79.17,1,65.00,20.00,28.20,21.33,4,0,0,3837,3836,13.24,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.24,3.06,2.39,65.00,0,28,-8.00,28,14.94,8.28,80.06,61.51,-6.83,1,35.52,27.48,-1.89,0,3,1,3,1,0,15.61,10.00,36.50,0,18.61,3.22,0,10.00,18.61,0,15.39,0,36.41,3.11,20.00,0,0,0.00,26.50,13.22,0.00,16.39,36.90,3.11,10.00,20.00,1,13.39,20.00,10.00,1,11.50,3.11,0.00,16.61,36.90,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,13.60,233.60,235.20,234.70,21.30,15.70,10.20
 23:50:00  15/08/2019,2.39,75.61,61.07,1,61.14,27,20.22,-5.17,-29.89,2,40,50,32.89,3.00,71.06,-29.00,32.56,0,15.33,18.28,30.72,27,19.11,2,19.50,1,43.28,49.50,78.61,1,65.00,20.00,29.20,21.33,4,0,0,3837,3836,12.97,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.01,3.06,2.39,65.00,0,47,-8.00,29,14.17,8.94,78.83,60.90,-5.28,1,35.52,28.76,-1.89,0,3,1,3,1,0,15.61,10.00,36.21,0,18.61,2.89,0,10.00,18.61,0,15.72,0,36.11,3.11,20.00,0,0,0.00,26.50,13.22,0.00,16.39,36.90,3.11,10.00,20.00,1,13.78,20.00,10.00,1,11.50,3.11,0.00,16.61,36.90,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,13.60,233.60,235.20,234.70,21.30,15.70,10.20
 23:52:00  15/08/2019,2.39,77.67,61.03,1,60.99,39,21.83,-8.33,-30.33,1,35,50,33.61,3.28,73.11,-29.00,32.56,0,15.78,18.56,30.72,39,19.11,2,24.80,1,43.28,49.50,77.94,1,65.00,21.78,34.50,21.33,4,0,0,3837,3836,12.71,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.82,2.72,2.39,65.00,0,43,-8.00,50,15.28,7.00,78.83,60.90,-8.17,1,35.52,26.26,-1.89,0,3,1,3,1,0,15.89,10.00,36.01,0,18.61,2.89,0,10.00,18.61,0,15.72,0,35.91,2.72,20.00,0,0,0.00,26.50,13.72,0.00,16.39,36.40,2.61,10.00,20.00,1,14.28,20.00,10.00,1,11.50,2.61,0.00,17.00,36.40,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,10.80,233.10,234.20,234.00,21.30,16.60,11.40
 23:54:00  15/08/2019,2.39,77.67,61.03,1,60.99,39,21.83,-8.33,-30.33,1,35,50,33.61,3.28,73.11,-29.00,32.56,0,15.78,18.56,30.72,39,19.11,2,24.80,1,43.28,49.50,77.94,1,65.00,21.78,34.50,21.33,4,0,0,3837,3836,12.71,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.82,2.72,2.39,65.00,0,43,-8.00,50,15.28,7.00,78.83,60.90,-8.17,1,35.52,26.26,-1.89,0,3,1,3,1,0,15.89,10.00,36.01,0,18.61,2.89,0,10.00,18.61,0,15.72,0,35.91,2.72,20.00,0,0,0.00,26.50,13.72,0.00,16.39,36.40,2.61,10.00,20.00,1,14.28,20.00,10.00,1,11.50,2.61,0.00,17.00,36.40,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,10.80,233.10,234.20,234.00,21.30,16.60,11.40
 23:56:00  15/08/2019,2.39,80.72,61.03,1,59.50,49,22.17,-9.67,-29.28,2,35,32,32.67,3.28,72.39,-29.00,32.56,0,16.72,18.56,30.72,49,19.11,2,18.80,1,44.67,49.17,78.33,1,65.00,22.17,26.50,21.33,4,0,0,3837,3836,13.30,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.10,2.00,2.39,65.00,0,30,-8.00,29,16.11,5.83,82.17,59.24,-10.22,1,35.52,25.22,-1.89,0,3,1,3,1,0,16.39,10.00,35.32,0,18.61,2.00,0,10.00,18.61,0,16.61,0,35.22,1.89,20.00,0,0,0.00,26.50,14.22,0.00,16.39,35.70,1.89,10.00,20.00,1,15.11,20.00,10.00,1,11.50,1.78,0.00,17.00,35.70,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,10.80,233.10,234.20,234.00,21.30,16.60,11.40
 23:58:00  15/08/2019,2.39,79.83,61.03,1,61.03,50,21.72,-8.17,-29.28,2,34,32,32.33,3.28,71.94,-29.00,32.56,0,17.50,18.89,30.72,50,19.11,2,5.00,1,46.22,49.17,79.22,1,65.00,21.78,22.40,21.33,4,0,0,3837,3836,13.30,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.63,1.39,2.39,65.00,0,34,-8.00,29,15.00,6.89,81.50,60.73,-8.11,1,35.52,26.37,-1.89,0,3,1,3,1,0,16.72,10.00,34.83,0,18.22,1.50,0,10.00,18.61,0,16.89,0,34.83,1.39,20.00,0,0,0.00,26.50,14.61,0.00,16.11,35.70,1.39,10.00,20.00,1,15.61,20.00,10.00,1,11.50,1.50,0.00,17.00,35.70,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,10.80,233.10,234.20,234.00,21.30,16.60,11.40
 00:00:00  16/08/2019,2.39,79.83,60.97,1,61.29,44,20.67,-8.72,-29.28,2,33,32,32.33,2.89,71.56,-29.00,32.56,0,16.61,19.17,30.72,44,19.11,2,9.20,1,48.67,48.78,78.50,1,65.00,20.78,26.60,21.06,4,0,0,3837,3836,13.30,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.76,2.56,2.39,65.00,0,31,-8.00,29,15.00,6.33,81.17,61.03,-8.78,1,35.52,25.97,-1.89,0,3,1,3,1,0,15.61,10.00,36.01,0,18.22,2.72,0,10.00,18.61,0,15.72,0,35.91,2.61,20.00,0,0,0.00,26.50,13.61,0.00,16.11,36.40,2.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,2.72,0.00,17.28,36.40,0,0.00,20.00,1,2.20,30.20,10.70,-2.70,4.80,4.00,10.80,233.10,234.20,234.00,21.30,16.60,11.40
 00:02:00  16/08/2019,2.39,79.83,60.97,1,61.09,34,20.06,-7.17,-28.56,2,35,32,31.61,2.89,71.22,-29.00,32.56,0,16.61,19.50,30.72,34,19.11,2,14.90,1,53.56,48.78,77.78,1,65.00,20.06,26.60,21.06,4,0,0,3837,3836,13.67,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.90,2.56,2.39,65.00,0,35,-8.00,29,14.11,6.89,81.17,60.80,-7.28,1,35.52,27.16,-1.89,0,3,1,3,1,0,15.61,10.00,36.11,0,18.50,2.72,0,10.00,18.61,0,15.72,0,36.11,2.61,20.00,0,0,0.00,26.50,13.61,0.00,16.39,36.40,2.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,2.72,0.00,17.28,36.40,0,0.00,20.00,1,2.20,30.20,8.90,-2.70,2.70,4.00,10.80,229.80,230.40,230.10,12.60,16.60,11.40
 00:04:00  16/08/2019,2.39,79.83,60.97,1,61.09,34,20.06,-7.17,-28.56,2,35,32,31.61,2.89,71.22,-29.00,32.56,0,16.61,19.50,30.72,34,19.11,2,14.90,1,53.56,48.78,77.78,1,65.00,20.06,26.60,21.06,4,0,0,3837,3836,13.67,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.90,2.56,2.39,65.00,0,35,-8.00,29,14.11,6.89,81.17,60.80,-7.28,1,35.52,27.16,-1.89,0,3,1,3,1,0,15.61,10.00,36.11,0,18.50,2.72,0,10.00,18.61,0,15.72,0,36.11,2.61,20.00,0,0,0.00,26.50,13.61,0.00,16.39,36.40,2.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,2.72,0.00,17.28,36.40,0,0.00,20.00,1,2.20,30.20,8.90,-2.70,2.70,4.00,10.80,229.80,230.40,230.10,12.60,16.60,11.40
 00:06:00  16/08/2019,2.39,79.22,60.93,1,61.05,33,20.50,-6.22,-27.89,2,40,32,31.22,3.33,71.61,-29.00,32.56,0,17.11,19.50,30.72,33,19.11,2,16.70,1,65.83,48.78,76.28,1,65.00,20.50,27.30,21.06,4,0,0,3837,3836,13.99,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.69,2.56,2.39,65.00,0,44,-8.00,29,14.11,7.72,79.78,60.76,-6.28,1,35.52,27.93,-1.89,0,3,1,3,1,0,15.61,10.00,35.91,0,18.50,2.72,0,10.00,18.61,0,15.72,0,35.82,2.61,20.00,0,0,0.00,26.50,13.61,0.00,16.39,36.40,2.61,10.00,20.00,1,14.61,20.00,10.00,1,11.50,2.72,0.00,17.28,36.40,0,0.00,20.00,1,2.20,30.20,8.90,-2.70,2.70,4.00,10.80,229.80,230.40,230.10,12.60,16.60,11.40
 00:08:00  16/08/2019,2.39,78.17,60.89,1,61.46,35,20.89,-9.44,-27.61,2,45,32,31.22,3.33,70.67,-29.00,32.56,0,17.11,19.89,30.72,35,19.11,2,22.40,1,72.06,48.39,74.17,1,65.00,20.94,34.90,21.06,4,0,0,3837,3836,14.10,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.03,2.94,2.39,65.00,0,39,-8.00,50,16.28,6.83,78.56,61.36,-9.33,1,35.52,25.39,-1.89,0,3,1,3,1,0,15.61,10.00,36.21,0,18.50,3.00,0,10.00,18.61,0,15.39,0,36.21,2.89,20.00,0,0,0.00,26.50,13.61,0.00,16.39,36.40,2.89,10.00,20.00,1,14.61,20.00,10.00,1,11.50,2.72,0.00,17.28,36.40,0,0.00,20.00,1,2.20,30.20,8.90,-2.70,2.70,4.00,10.80,229.80,230.40,230.10,12.60,16.60,11.40
 00:10:00  16/08/2019,2.39,81.22,60.85,1,59.18,43,21.78,-7.11,-27.61,2,50,32,31.22,3.33,66.72,-29.00,32.56,0,18.44,19.89,30.72,43,19.11,2,13.80,1,74.78,48.39,72.44,1,65.00,21.67,19.70,21.06,4,0,0,3837,3836,14.05,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.77,1.67,2.39,65.00,0,37,-8.00,29,14.28,7.22,82.61,58.91,-7.22,1,35.52,27.20,-1.89,0,3,1,3,1,0,16.50,10.00,34.93,0,18.22,1.61,0,10.00,18.28,0,16.72,0,34.93,1.61,20.00,0,0,0.00,26.50,14.72,0.00,16.39,35.30,1.50,10.00,20.00,1,16.00,20.00,10.00,1,11.50,1.50,0.00,17.61,35.30,0,0.00,20.00,1,2.20,30.20,8.90,-2.70,2.70,4.00,10.80,229.80,230.40,230.10,12.60,16.60,11.40
 00:12:00  16/08/2019,2.39,78.72,60.85,1,61.52,53,22.06,-7.67,-28.39,2,49,32,31.22,3.00,68.39,-29.00,32.56,0,18.78,20.33,31.00,53,19.11,2,2.80,1,74.78,48.06,68.78,1,65.00,22.06,23.90,21.06,4,0,0,3837,3836,13.73,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.77,1.67,2.39,65.00,0,38,-8.00,29,15.39,7.78,79.78,61.24,-7.61,1,35.52,26.79,-1.89,0,3,1,3,1,0,16.50,10.00,34.93,0,18.22,1.61,0,10.00,18.28,0,16.72,0,34.93,1.61,20.00,0,0,0.00,26.50,14.72,0.00,16.39,35.30,1.50,10.00,20.00,1,16.00,20.00,10.00,1,11.50,1.50,0.00,17.61,35.30,0,0.00,20.00,1,4.70,30.20,11.40,-2.70,3.40,3.20,10.10,229.80,230.40,230.10,15.60,14.70,20.90
 00:14:00  16/08/2019,2.39,78.72,60.85,1,61.52,53,22.06,-7.67,-28.39,2,49,32,31.22,3.00,68.39,-29.00,32.56,0,18.78,20.33,31.00,53,19.11,2,2.80,1,74.78,48.06,68.78,1,65.00,22.06,23.90,21.06,4,0,0,3837,3836,13.73,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.77,1.67,2.39,65.00,0,38,-8.00,29,15.39,7.78,79.78,61.24,-7.61,1,35.52,26.79,-1.89,0,3,1,3,1,0,16.50,10.00,34.93,0,18.22,1.61,0,10.00,18.28,0,16.72,0,34.93,1.61,20.00,0,0,0.00,26.50,14.72,0.00,16.39,35.30,1.50,10.00,20.00,1,16.00,20.00,10.00,1,11.50,1.50,0.00,17.61,35.30,0,0.00,20.00,1,4.70,30.20,11.40,-2.70,3.40,3.20,10.10,229.80,230.40,230.10,15.60,14.70,20.90
 00:16:00  16/08/2019,2.39,78.44,60.85,1,61.08,42,20.33,-7.39,-28.78,2,49,32,31.72,3.00,69.06,-29.00,32.56,0,17.56,20.33,31.00,42,19.11,2,11.10,1,72.39,48.06,61.28,1,65.00,20.44,27.20,21.06,4,0,0,3837,3836,13.52,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.04,2.89,2.39,65.00,0,39,-8.00,29,15.00,7.44,80.22,60.80,-7.61,1,35.52,26.98,-1.89,0,3,1,3,1,0,15.22,10.00,36.31,0,18.22,3.00,0,10.00,18.28,0,15.22,0,36.21,2.89,20.00,0,0,0.00,26.50,13.50,0.00,16.39,36.70,2.89,10.00,20.00,1,14.72,20.00,10.00,1,11.50,2.89,0.00,17.61,36.70,0,0.00,20.00,1,4.70,30.20,11.40,-2.70,3.40,3.20,10.10,229.80,230.40,230.10,15.60,14.70,20.90
 00:18:00  16/08/2019,2.39,78.44,60.80,1,62.87,32,19.94,-7.39,-28.22,2,49,32,31.44,3.00,70.33,-29.00,32.56,0,17.56,20.61,31.00,32,19.11,2,18.50,1,70.44,47.78,60.50,1,65.00,19.89,37.00,21.06,4,0,0,3837,3836,13.80,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.12,2.89,2.39,65.00,0,46,-8.00,50,14.33,7.44,79.61,62.80,-6.72,1,35.52,26.94,-1.89,0,3,1,3,1,0,15.22,10.00,36.31,0,18.22,3.00,0,10.00,18.28,0,15.22,0,36.31,2.89,20.00,0,0,0.00,26.50,13.50,0.00,16.39,36.70,2.89,10.00,20.00,1,14.72,20.00,10.00,1,11.50,2.89,0.00,17.61,36.70,0,0.00,20.00,1,4.70,30.20,11.40,-2.70,3.40,3.20,10.10,229.80,230.40,230.10,15.60,14.70,20.90
 00:20:00  16/08/2019,2.39,80.06,60.80,1,60.57,41,21.56,-10.06,-28.22,2,50,32,31.72,3.56,68.39,-29.00,32.56,0,18.00,20.61,31.00,41,19.11,2,24.70,1,69.44,47.78,69.33,1,65.00,21.39,33.50,21.06,4,0,0,3837,3836,13.84,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.83,2.89,2.39,65.00,0,34,-8.00,50,15.94,5.94,81.11,60.48,-9.89,1,35.52,24.93,-1.89,0,3,1,3,1,0,15.22,10.00,36.01,0,18.22,2.72,0,10.00,18.28,0,15.50,0,35.91,2.89,20.00,0,0,0.00,26.50,13.50,0.00,16.39,36.70,2.89,10.00,20.00,1,15.11,20.00,10.00,1,11.50,2.61,0.00,17.61,36.70,0,0.00,20.00,1,4.70,30.20,11.40,-2.70,3.40,3.20,10.10,229.80,230.40,230.10,15.60,14.70,20.90
 00:22:00  16/08/2019,2.39,80.06,60.80,1,59.29,54,22.11,-8.28,-28.72,2,49,32,32.17,3.56,66.83,-29.00,32.56,0,19.72,20.94,31.00,54,19.11,2,8.40,1,70.00,47.44,78.72,1,65.00,22.06,14.40,21.06,4,0,0,3837,3836,13.54,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,34.37,1.22,2.39,65.00,0,34,-8.00,29,15.22,7.11,82.06,59.03,-8.17,1,35.52,26.28,-1.89,0,3,1,3,1,0,16.72,10.00,34.53,0,18.22,1.22,0,10.00,18.28,0,16.89,0,34.53,1.22,20.00,0,0,0.00,26.50,15.00,0.00,16.39,35.00,1.11,10.00,20.00,1,16.78,20.00,10.00,1,11.50,1.11,0.00,18.00,35.00,0,0.00,20.00,1,4.70,30.20,12.50,-2.70,4.40,3.20,11.90,229.80,230.40,230.60,20.00,14.70,20.90
 00:24:00  16/08/2019,2.39,79.06,60.76,1,61.00,57,21.67,-9.89,-29.67,2,45,32,32.61,2.94,67.33,-29.00,32.56,0,19.28,20.94,31.00,57,18.83,2,2.10,1,70.00,47.44,79.28,1,65.00,21.72,21.10,21.06,4,0,0,3837,3836,13.13,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.04,1.78,2.39,65.00,0,22,-8.00,22,17.33,7.39,81.11,60.66,-9.94,1,35.52,25.07,-1.89,0,3,1,3,1,0,16.72,10.00,34.53,0,18.22,1.22,0,10.00,18.28,0,16.89,0,34.53,1.22,20.00,0,0,0.00,26.50,15.00,0.00,16.39,35.00,1.11,10.00,20.00,1,16.78,20.00,10.00,1,11.50,1.11,0.00,18.00,35.00,0,0.00,20.00,1,4.70,30.20,12.50,-2.70,4.40,3.20,11.90,229.80,230.40,230.60,20.00,14.70,20.90
 00:26:00  16/08/2019,2.39,79.06,60.76,1,61.00,57,21.67,-9.89,-29.67,2,45,32,32.61,2.94,67.33,-29.00,32.56,0,19.28,20.94,31.00,57,18.83,2,2.10,1,70.00,47.44,79.28,1,65.00,21.72,21.10,21.06,4,0,0,3837,3836,13.13,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.04,1.78,2.39,65.00,0,22,-8.00,22,17.33,7.39,81.11,60.66,-9.94,1,35.52,25.07,-1.89,0,3,1,3,1,0,16.00,10.00,35.22,0,17.89,1.89,0,10.00,18.00,0,16.11,0,35.22,1.89,20.00,0,0,0.00,26.50,14.39,0.00,16.39,35.70,1.89,10.00,20.00,1,16.00,20.00,10.00,1,11.50,1.89,0.00,18.00,35.70,0,0.00,20.00,1,4.70,30.20,12.50,-2.70,4.40,3.20,11.90,229.80,230.40,230.60,20.00,14.70,20.90
 00:28:00  16/08/2019,2.39,79.06,60.70,1,61.41,45,20.00,-7.56,-29.22,2,45,32,32.17,2.94,67.89,-29.00,32.56,0,18.39,20.94,31.00,45,18.83,2,8.30,1,69.22,47.17,80.00,1,65.00,20.11,25.40,21.06,4,0,0,3837,3836,13.38,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,35.93,2.72,2.39,65.00,0,25,-8.00,25,16.17,8.56,82.22,61.11,-7.67,1,35.52,26.87,-1.89,0,3,1,3,1,0,15.22,10.00,36.11,0,18.22,2.89,0,10.00,18.00,0,15.28,0,36.11,2.78,20.00,0,0,0.00,26.50,13.61,0.00,16.39,36.60,2.78,10.00,20.00,1,15.11,20.00,10.00,1,11.50,2.78,0.00,18.00,36.60,0,0.00,20.00,1,4.70,30.20,12.50,-2.70,4.40,3.20,11.90,229.80,230.40,230.60,20.00,14.70,20.90
 00:30:00  16/08/2019,2.39,79.06,60.65,1,61.11,29,19.28,-6.56,-27.61,2,50,32,30.83,3.22,69.17,-29.00,32.56,0,18.39,21.22,31.00,29,18.83,2,17.00,1,68.11,47.17,80.39,1,65.00,19.28,28.50,21.06,4,0,0,3837,3836,14.17,98852,0,50011,26570,0,0,-8.00,0,3836,1,0,0,0,0,36.14,3.00,2.39,65.00,0,31,-8.00,29,15.22,8.56,81.11,60.84,-6.61,1,35.52,27.65,-1.89,0,3,1,3,1,0,15.22,10.00,36.31,0,18.22,2.89,0,10.00,18.00,0,15.28,0,36.31,2.78,20.00,0,0,0.00,26.50,13.61,0.00,16.72,36.60,2.78,10.00,20.00,1,15.11,20.00,10.00,1,11.50,2.78,0.00,18.00,36.60,0,0.00,20.00,1,4.70,30.20,12.50,-2.70,4.40,3.20,11.90,229.80,230.40,230.60,20.00,14.70,20.90
