CNT-Porto Mós CNT-Porto Mós 07181621.csv,,CNT-Porto Mós,1562857713,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 20:15:00  13/07/2019,5.33,78.17,67.73,7,71.97,47,25.56,-5.94,-27.61,3,72,66,32.00,4.39,81.50,-29.00,33.71,49,9.89,13.56,28.39,47,23.50,9,6.30,1,69.17,57.28,72.89,1,65.00,25.61,0.00,25.39,1,48,45,3238,3238,14.21,85848,0,43415,23208,45,0,-4.00,50,3238,1,1,0,0,0,36.82,3.61,2.39,65.00,0,46,-4.00,50,3.89,-1.94,77.94,74.07,-5.83,1,35.52,28.16,-0.61,17.00,60.00,15.20,59,26.90,20.00,30.20,29.60,176.00,136.00,72.00,200,17,312.00,26.80,10,1561,572.00,21.00,1.00,1.00,56,1.22,34.62,359.00,985,14,30.50,14,371,1546,16,10,56,500,17,29.70,568.00,171,8,15.80,54,20.80,16,8,851,0,2,1,3,1,0,20.00,0,0,0.00,9.39,16.39,100.00,18.72,35.50,2.00,1.50,3.00,12,17.72,0.22,0.10,12,5.72,1.89,100.00,19.72,35.40,1,0.00,20.00,2,3.90,30.20,17.90,-5.30,8.90,4.60,18.10,230.30,232.20,232.60,40.00,22.10,19.60
 20:17:00  13/07/2019,5.33,74.33,67.53,7,69.17,55,26.17,-4.11,-27.61,2,84,84,31.67,3.83,75.67,-29.00,33.71,58,9.89,13.56,28.39,55,23.17,9,0.00,1,69.94,57.67,72.89,1,65.00,26.06,0.00,25.39,1,49,48,3238,3238,14.00,85849,0,43415,23208,48,0,-4.00,58,3238,1,1,0,0,0,36.55,3.61,2.39,65.00,0,34,-4.00,29,4.61,0.78,75.56,71.18,-4.17,1,35.52,29.66,-0.61,17.00,60.00,15.20,59,26.90,20.00,30.20,29.60,177.00,136.00,72.00,200,17,312.00,26.80,10,1563,574.00,21.00,1.00,1.00,61,1.22,34.50,360.00,986,14,30.50,14,371,1547,17,10,61,501,17,29.70,569.00,171,8,15.80,54,20.80,17,8,851,0,2,1,3,1,0,20.00,0,0,0.00,14.22,15.89,100.00,17.89,35.50,2.00,4.10,8.28,12,17.11,0.22,0.10,12,5.28,1.89,100.00,18.89,35.40,1,0.00,20.00,2,3.90,30.20,17.90,-5.30,8.90,4.60,18.10,230.30,232.20,232.60,40.00,22.10,19.60
 20:19:00  13/07/2019,5.33,74.00,67.46,7,68.43,60,26.17,-4.11,-28.78,2,82,84,32.28,3.44,75.67,-29.00,33.71,57,10.39,13.17,28.39,60,23.17,9,0.00,1,69.94,57.67,72.44,1,65.00,26.06,0.00,25.39,1,49,48,3238,3238,13.46,85849,0,43415,23208,48,0,-4.00,57,3238,1,1,0,0,0,35.90,2.83,2.39,65.00,0,34,-4.00,29,6.50,2.50,74.28,70.37,-4.17,1,35.52,29.66,-0.61,17.00,60.00,15.20,59,26.90,20.00,30.20,29.60,177.00,136.00,72.00,200,17,313.00,26.80,10,1563,574.00,21.00,1.00,1.00,61,0.50,33.86,360.00,986,14,30.50,14,371,1547,17,10,60,501,17,29.70,569.00,171,8,15.80,54,20.80,17,8,852,0,2,1,3,1,0,20.00,0,0,0.00,17.28,17.39,100.00,18.61,35.00,1.11,5.70,11.50,12,18.28,0.22,0.10,12,5.28,1.00,100.00,19.39,34.90,1,0.00,20.00,2,3.90,30.20,17.90,-5.30,8.90,4.60,18.10,230.30,232.20,232.60,40.00,22.10,19.60
 20:21:00  13/07/2019,5.33,74.00,67.38,7,68.05,63,26.17,-4.11,-29.94,2,78,84,33.06,3.06,76.78,-29.00,33.71,57,10.39,13.17,28.39,63,23.17,9,0.00,1,69.94,58.00,72.06,1,65.00,26.06,0.00,25.39,1,49,48,3238,3238,12.92,85849,0,43415,23208,48,0,-4.00,56,3238,1,1,0,0,0,35.48,2.33,2.39,65.00,0,33,-4.00,29,7.44,3.17,73.94,69.88,-4.17,1,35.52,29.50,-0.61,17.00,60.00,15.20,59,26.90,20.00,30.20,29.60,177.00,137.00,72.00,200,17,313.00,26.80,10,1565,576.00,21.00,1.00,1.00,56,0.11,33.50,360.00,986,14,30.50,14,372,1547,17,10,55,501,17,29.70,569.00,171,8,15.80,54,20.80,17,8,852,0,2,1,3,1,0,20.00,0,0,0.00,20.22,17.89,96.50,18.61,35.00,0.78,7.30,14.61,12,18.89,0.22,0.10,12,5.28,0.61,100.00,19.72,34.90,1,0.00,20.00,2,3.90,30.20,16.80,-5.30,7.90,4.60,18.90,230.30,232.20,232.00,35.50,21.10,19.60
 20:23:00  13/07/2019,5.33,74.89,67.29,7,68.79,63,25.56,-5.17,-29.67,2,65,65,32.17,2.44,79.72,-29.00,33.71,57,11.33,12.39,28.39,63,23.17,9,0.00,1,69.94,58.33,71.17,1,65.00,25.61,0.00,25.39,1,49,48,3238,3238,13.12,85849,0,43415,23208,48,0,-4.00,50,3238,1,1,0,0,0,34.19,1.11,2.39,65.00,0,28,-4.00,28,7.06,1.83,74.44,70.35,-5.17,1,35.52,28.78,-0.61,17.00,61.00,15.80,59,26.90,20.00,30.20,30.10,178.00,137.00,72.00,200,17,315.00,26.80,10,1567,578.00,21.00,1.00,1.00,39,-0.78,32.68,361.00,987,14,30.50,14,372,1551,17,10,37,502,17,29.70,573.00,172,8,15.80,54,20.80,17,8,854,0,2,1,3,1,0,20.00,0,0,0.00,25.50,20.00,83.70,19.72,33.50,-0.28,10.00,20.00,12,20.39,0.22,0.10,12,5.28,-0.39,100.00,20.00,33.40,1,0.00,20.00,2,3.90,30.20,16.80,-5.30,7.90,4.60,18.90,230.30,232.20,232.00,35.50,21.10,19.60
 20:25:00  13/07/2019,5.33,75.50,67.20,7,67.86,58,24.72,-5.17,-29.33,2,66,66,31.33,1.94,79.72,-29.00,33.71,43,11.33,12.11,28.39,58,23.17,9,0.00,1,70.22,58.33,70.83,1,65.00,24.78,0.00,25.39,1,49,48,3238,3238,13.35,85849,0,43415,23208,48,0,-4.00,43,3238,1,1,0,0,0,33.78,0.56,2.39,65.00,0,25,-4.00,25,7.06,1.83,75.28,68.80,-5.17,1,35.52,28.71,-0.61,17.00,61.00,15.80,59,26.90,20.00,30.20,30.10,179.00,137.00,73.00,201,17,316.00,26.80,10,1569,580.00,21.00,1.00,1.00,26,-0.78,32.80,362.00,988,14,30.50,14,372,1552,17,10,25,503,17,29.70,574.00,172,8,15.80,54,20.80,17,8,855,0,2,1,3,1,0,20.00,0,0,0.00,25.50,20.72,77.80,20.28,33.50,-0.28,10.00,20.00,12,20.89,0.22,0.10,12,5.28,-0.39,100.00,20.50,33.40,1,0.00,20.00,2,3.90,30.20,16.80,-5.30,7.90,4.60,18.90,230.30,232.20,232.00,35.50,21.10,19.60
 20:27:00  13/07/2019,5.33,75.50,67.06,7,67.59,55,24.72,-5.17,-29.33,2,66,65,30.61,1.39,79.72,-29.00,33.71,31,12.50,12.11,28.39,55,22.89,9,0.00,1,70.22,58.61,70.83,1,65.00,24.50,0.00,25.11,1,49,48,3238,3238,13.35,85849,0,43415,23208,48,0,-4.00,28,3238,1,1,0,0,0,32.97,-0.28,2.39,65.00,0,22,-4.00,22,7.39,2.33,75.61,67.90,-5.17,1,35.52,28.82,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.20,30.10,180.00,137.00,73.00,201,17,317.00,26.80,10,1570,581.00,21.00,1.00,1.00,13,-0.78,32.53,363.00,989,14,30.50,14,372,1552,17,10,10,504,17,29.70,574.00,172,8,15.80,55,20.80,17,8,856,0,2,1,3,1,0,20.00,0,0,0.00,24.72,21.61,75.60,20.78,33.50,-0.28,10.00,19.22,12,21.61,0.22,0.10,12,5.28,-0.39,100.00,21.00,33.40,1,0.00,20.00,2,3.90,30.20,16.80,-5.30,7.90,4.60,18.90,230.30,232.20,232.00,35.50,21.10,19.60
 20:29:00  13/07/2019,5.33,69.06,66.82,7,64.57,43,24.11,-1.44,-26.50,3,82,84,28.61,2.22,79.72,-29.00,33.71,10,8.11,14.17,28.39,43,22.89,9,34.20,1,70.22,58.89,69.78,1,65.00,23.89,0.00,25.11,1,4,3,3238,3238,14.43,85857,0,43418,23209,3,0,-4.00,10,3238,1,1,0,0,0,39.17,5.83,2.39,65.00,0,48,-4.00,50,6.28,5.56,68.78,65.01,-0.94,1,35.52,31.98,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.20,30.10,182.00,137.00,74.00,202,17,320.00,26.80,10,1573,584.00,21.00,1.00,1.00,39,4.33,37.65,365.00,991,14,30.50,14,372,1555,17,10,40,506,17,29.70,577.00,172,8,15.80,55,20.80,17,8,859,0,2,1,3,1,0,20.00,0,0,0.00,17.50,16.28,53.60,20.78,38.40,4.61,6.00,12.11,12,16.22,0.22,0.10,12,5.28,4.72,100.00,21.00,38.50,1,0.00,20.00,2,3.90,30.20,16.80,-5.30,7.90,4.60,18.90,230.30,232.20,232.00,35.50,21.10,19.60
 20:31:00  13/07/2019,5.33,67.06,66.68,7,69.80,47,24.67,-2.11,-27.72,2,84,84,31.61,4.06,78.67,-29.00,33.71,34,9.33,15.61,28.39,47,22.89,9,41.10,1,69.28,58.89,68.89,1,65.00,24.72,0.00,25.11,1,9,6,3238,3238,14.01,85857,0,43419,23209,6,0,-4.00,34,3238,1,1,0,0,0,39.08,6.22,2.39,65.00,0,56,-4.00,56,5.56,3.50,65.94,71.42,-1.83,1,35.52,31.41,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.70,30.10,183.00,137.00,75.00,203,17,321.00,26.80,10,1574,585.00,21.00,1.00,1.00,55,4.33,37.13,366.00,992,14,30.50,14,372,1557,17,10,55,507,17,30.20,579.00,172,8,15.80,55,20.80,17,8,860,0,2,1,3,1,0,20.00,0,0,0.00,14.72,16.28,57.30,20.50,37.90,4.11,4.70,9.50,12,8.72,0.22,0.10,12,6.00,4.28,95.70,13.00,38.50,1,0.00,20.00,2,3.90,30.20,17.30,-5.30,7.90,4.60,18.90,231.00,232.20,232.50,36.50,21.10,20.30
 20:33:00  13/07/2019,5.33,71.33,66.52,7,71.13,46,24.67,-3.94,-29.00,2,81,84,33.72,4.67,78.67,-29.00,33.71,43,9.94,14.28,28.39,46,22.56,9,28.00,1,68.39,58.89,68.89,1,65.00,24.72,0.00,24.83,1,20,19,3238,3238,13.24,85859,0,43420,23210,19,0,-4.00,43,3238,1,1,0,0,0,37.48,4.50,2.39,65.00,0,54,-4.00,54,5.11,1.22,69.50,73.32,-3.72,1,35.52,29.82,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.70,30.10,183.00,137.00,75.00,203,17,321.00,26.80,10,1575,586.00,21.00,1.00,1.00,58,1.94,35.06,366.00,992,14,30.50,14,372,1558,17,10,58,507,17,30.20,580.00,172,8,15.80,55,20.80,17,8,860,0,2,1,3,1,0,20.00,0,0,0.00,13.61,17.61,71.70,19.89,36.00,2.22,4.20,8.39,12,14.11,0.22,0.10,12,6.28,2.28,100.00,16.50,36.10,1,0.00,20.00,2,3.90,30.20,17.30,-5.30,7.90,4.60,18.90,231.00,232.20,232.50,36.50,21.10,20.30
 20:35:00  13/07/2019,5.33,74.33,66.22,7,68.93,56,25.44,-7.17,-30.89,1,66,84,35.00,4.00,79.33,-29.00,33.71,49,9.94,13.33,28.39,56,22.56,9,0.00,1,68.06,59.33,68.89,1,65.00,25.44,0.00,24.83,1,21,23,3238,3238,12.53,85860,0,43420,23210,23,0,-4.00,49,3238,1,1,0,0,0,36.59,3.50,2.39,65.00,0,31,-4.00,50,6.28,-0.78,74.17,71.02,-7.00,1,35.52,27.16,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.70,30.10,183.00,137.00,75.00,203,17,321.00,26.80,10,1575,586.00,21.00,1.00,1.00,58,1.11,34.48,366.00,992,14,31.00,14,372,1558,17,10,58,507,17,30.20,580.00,172,8,15.80,55,20.80,17,8,860,0,2,1,3,1,0,20.00,0,0,0.00,14.00,17.61,85.20,19.50,36.00,1.72,4.20,9.00,12,16.72,0.22,0.10,12,6.78,1.72,100.00,18.61,35.60,1,0.00,20.00,2,3.90,30.20,17.30,-5.30,7.90,4.60,18.90,231.00,232.20,232.50,36.50,21.10,20.30
 20:37:00  13/07/2019,5.33,72.22,66.01,7,66.13,58,25.44,-5.00,-28.22,2,67,66,32.22,4.00,79.33,-29.00,33.71,49,9.94,13.33,28.39,58,22.22,9,0.00,1,68.06,59.33,69.44,1,65.00,25.44,0.00,24.83,1,21,23,3238,3238,13.89,85860,0,43420,23210,23,0,-4.00,50,3238,1,1,0,0,0,36.42,3.50,2.39,65.00,0,31,-4.00,29,5.11,0.22,73.17,67.78,-5.06,1,35.52,28.93,-0.61,18.00,61.00,15.80,59,26.90,20.00,30.70,30.10,183.00,137.00,75.00,203,17,321.00,26.80,10,1575,586.00,21.00,1.00,1.00,58,1.11,34.48,366.00,992,14,31.00,14,372,1558,17,10,58,507,17,30.20,580.00,172,8,15.80,55,20.80,17,8,860,0,2,1,3,1,0,20.00,0,0,0.00,15.22,17.61,87.10,19.50,35.50,1.72,5.10,10.28,12,17.00,0.22,0.10,12,6.78,1.72,100.00,18.61,35.60,1,0.00,20.00,2,3.90,30.20,17.30,-5.30,7.90,4.60,18.90,231.00,232.20,232.50,36.50,21.10,20.30
 20:39:00  13/07/2019,5.33,70.28,65.78,7,65.57,64,25.44,-5.00,-27.39,3,73,66,31.17,3.72,78.89,-29.00,33.71,49,10.22,13.33,28.39,64,22.22,9,0.00,1,68.06,59.61,69.00,1,65.00,25.44,0.00,24.50,1,20,23,3238,3238,14.22,85860,0,43420,23210,23,0,-4.00,51,3238,1,1,0,0,0,36.10,3.00,2.39,65.00,0,29,-4.00,29,5.94,1.17,70.94,67.19,-5.06,1,35.52,29.00,-0.61,18.00,61.00,15.80,59,27.40,20.00,30.70,30.10,183.00,137.00,75.00,203,17,321.00,27.30,10,1575,586.00,21.00,1.00,1.00,58,0.83,34.21,366.00,992,14,31.00,14,372,1558,17,10,58,507,17,30.20,580.00,172,8,15.80,55,20.80,17,8,860,0,2,1,3,1,0,20.00,0,0,0.00,16.61,18.00,88.30,19.50,35.50,1.39,5.80,11.72,12,17.28,0.22,0.10,12,6.50,1.39,100.00,18.61,35.60,1,0.00,20.00,2,3.90,30.20,17.30,-5.30,7.90,4.60,18.90,231.00,232.20,232.50,36.50,21.10,20.30
 20:41:00  13/07/2019,5.33,70.28,65.48,7,65.78,63,24.67,-5.00,-27.72,2,80,66,30.83,3.06,77.44,-29.00,33.71,49,10.22,12.67,28.39,63,22.22,9,0.00,1,67.72,59.61,68.28,1,65.00,24.67,0.00,24.50,1,20,23,3238,3238,14.05,85860,0,43420,23210,23,0,-4.00,50,3238,1,0,0,0,0,35.46,2.39,2.39,65.00,0,26,-4.00,26,7.11,2.28,70.39,67.16,-5.06,1,35.52,29.12,-0.61,18.00,61.00,15.80,59,27.40,20.00,31.20,30.10,183.00,137.00,75.00,203,17,322.00,27.30,11,1577,588.00,21.00,1.00,1.00,53,0.28,33.61,367.00,993,14,31.00,14,372,1559,17,10,52,507,17,30.70,581.00,172,8,15.80,55,20.80,17,8,861,0,2,1,3,1,0,20.00,0,0,0.00,20.00,18.61,88.30,19.50,34.70,0.78,7.50,15.00,12,18.28,0.22,0.10,12,5.78,0.72,100.00,19.11,34.60,1,0.00,20.00,2,3.90,30.20,21.50,-5.30,12.40,4.60,17.70,229.50,232.70,232.50,54.90,21.10,20.30
 20:43:00  13/07/2019,5.33,70.56,65.37,7,65.78,64,24.67,-4.72,-28.06,2,81,66,30.83,2.72,77.44,-29.00,33.71,48,10.72,12.67,28.39,64,22.22,9,0.00,1,67.72,59.61,68.28,1,65.00,24.67,0.00,24.50,1,20,23,3238,3238,13.82,85860,0,43420,23210,23,0,-4.00,48,3238,1,1,0,0,0,35.01,1.83,2.39,65.00,0,25,-4.00,25,7.11,2.56,70.39,67.16,-4.72,1,35.52,29.12,-0.61,18.00,61.00,15.80,59,27.40,20.00,31.20,30.10,183.00,138.00,75.00,203,17,322.00,27.30,11,1578,589.00,21.00,1.00,1.00,47,-0.17,33.34,368.00,994,14,31.00,14,373,1560,17,10,45,507,17,30.70,582.00,172,8,16.30,55,20.80,17,8,861,0,2,1,3,1,0,20.00,0,0,0.00,21.72,19.22,85.60,19.50,34.70,0.39,8.30,16.72,12,19.11,0.22,0.10,12,5.78,0.28,100.00,19.39,34.60,1,0.00,20.00,2,3.90,30.20,21.50,-5.30,12.40,4.60,17.70,229.50,232.70,232.50,54.90,21.10,20.30
 20:45:00  13/07/2019,5.33,71.00,65.27,7,66.87,63,24.28,-4.72,-28.06,2,83,66,30.83,2.39,77.44,-29.00,33.71,43,11.00,12.11,28.39,63,22.22,9,0.00,1,67.39,59.94,68.00,1,65.00,24.33,0.00,24.22,1,20,23,3238,3238,13.82,85860,0,43420,23210,23,0,-4.00,43,3238,1,1,0,0,0,34.20,1.11,2.39,65.00,0,24,-4.00,24,7.11,2.56,70.72,67.82,-4.72,1,35.52,29.31,-0.61,18.00,62.00,15.80,59,27.40,20.00,31.20,30.10,184.00,138.00,75.00,203,17,322.00,27.30,11,1579,590.00,21.00,1.00,1.00,37,-0.17,33.15,369.00,995,14,31.00,14,373,1562,17,10,36,508,17,30.70,584.00,173,8,16.30,55,20.80,17,8,861,0,2,1,3,1,0,20.00,0,0,0.00,23.11,20.00,81.50,20.00,33.80,0.00,9.00,18.11,12,20.00,0.22,0.10,12,5.39,-0.22,100.00,19.78,33.60,1,0.00,20.00,2,3.90,30.20,21.50,-5.30,12.40,4.60,17.70,229.50,232.70,232.50,54.90,21.10,20.30
 20:47:00  13/07/2019,5.33,72.89,65.04,7,68.20,51,23.11,-4.72,-28.50,2,83,66,29.94,1.39,77.72,-29.00,33.71,31,11.83,12.11,28.39,51,21.89,9,0.00,1,67.39,59.94,67.61,1,65.00,23.17,0.00,24.22,1,21,23,3238,3238,13.67,85860,0,43420,23210,23,0,-4.00,25,3238,1,0,0,0,0,33.45,0.22,2.39,65.00,0,22,-4.00,22,7.89,3.33,72.56,68.47,-4.72,1,35.52,29.23,-0.61,18.00,62.00,15.80,60,27.40,21.00,31.20,30.10,185.00,139.00,75.00,203,17,324.00,27.30,11,1582,593.00,21.00,1.00,1.00,16,-0.67,32.86,371.00,997,14,31.00,14,374,1565,17,11,13,509,17,30.70,587.00,173,8,16.30,55,20.80,17,8,863,0,2,1,3,1,0,20.00,0,0,0.00,22.11,21.22,80.50,20.78,33.80,-0.39,8.50,17.11,12,21.11,0.22,0.10,12,5.39,-0.22,100.00,20.72,33.60,1,0.00,20.00,2,3.90,30.20,21.50,-5.30,12.40,4.60,17.70,229.50,232.70,232.50,54.90,21.10,20.30
 20:49:00  13/07/2019,2.39,74.78,64.97,7,63.47,45,22.83,-4.72,-28.50,2,83,66,29.61,0.94,77.72,-29.00,33.71,0,11.83,12.11,28.39,45,21.89,2,8.30,1,67.39,60.28,68.17,1,65.00,23.17,0.00,24.22,1,21,23,3239,3238,13.62,85863,0,43422,23211,23,0,-4.00,0,3238,1,0,0,0,0,34.44,0.56,2.39,65.00,0,20,-4.00,20,8.78,3.94,74.17,63.19,-4.72,1,35.52,29.23,-0.61,18.00,62.00,15.80,60,27.40,21.00,31.20,30.10,185.90,139.00,75.90,204,17,324.70,27.30,11,1583,593.60,21.00,1.00,1.00,5,0.00,34.18,371.00,997,14,31.00,14,374,1566,17,11,6,510,17,30.70,587.50,173,8,16.30,55,20.80,17,8,864,0,2,1,3,1,0,20.00,0,0,0.00,18.89,20.00,78.70,21.11,35.00,1.11,6.90,13.78,12,19.78,0.22,0.10,12,5.39,1.22,96.80,21.00,35.00,1,0.00,20.00,2,3.90,30.20,21.50,-5.30,12.40,4.60,17.70,229.50,232.70,232.50,54.90,21.10,20.30
 20:51:00  13/07/2019,2.39,72.56,64.90,7,62.67,36,22.83,-1.61,-28.50,2,80,84,29.61,0.94,77.72,-29.00,33.71,0,9.17,12.94,28.39,36,21.89,2,31.60,1,67.39,60.28,68.72,1,65.00,22.56,0.00,24.22,1,4,6,3239,3238,13.58,85865,0,43423,23211,6,0,-4.00,0,3238,1,0,0,0,0,37.07,3.72,2.39,65.00,0,31,-4.00,29,7.17,5.28,73.17,62.41,-2.06,1,35.52,31.88,-0.61,18.00,62.00,15.80,60,27.40,21.00,31.20,30.10,185.90,139.00,75.90,204,17,324.70,27.30,11,1585,595.00,21.00,1.00,1.00,16,2.94,36.48,372.50,999,14,31.00,14,374,1568,17,11,16,510,17,30.70,588.90,173,8,16.30,55,20.80,17,8,864,0,2,1,3,1,0,20.00,0,0,0.00,13.61,18.11,80.10,21.72,37.30,3.50,4.30,8.61,12,17.89,0.22,0.10,12,5.39,3.50,100.00,21.50,37.30,1,0.00,20.00,2,3.90,30.20,16.00,-5.30,7.50,4.60,19.90,231.20,232.70,232.50,33.70,19.10,20.30
